Unnamed: 0,PageNo,Text
3,page_4,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 3 of 122', 'groups and their parents/caregivers will have disease-specific and nondisease-specific HRQOL assessments', 'at screening and periodically thereafter.', 'Subjects receiving AR101 treatment will have 3 consecutive AR101 dosing periods before exiting', '(completing) the study: initial dose escalation, up-dosing, and maintenance. Subjects receiving standard of', 'care alone will have approximately 18 months of observation before exiting (completing) the study. Subjects', 'in both treatment groups will have a graded open-label food challenge (OLFC) up to a maximum single', 'highest dose of 1000 mg of peanut protein (2043 mg cumulative), approximately 12 months after', 'randomization.', 'AR101 Treatment Group', 'Initial dose escalation: Subjects randomly assigned to AR101 treatment will begin with a stepwise dose', 'escalation of AR101 (up to 5 single doses of 0.5, 1, 1.5, 3, and 6 mg) administered at 20- to 30-minute', 'intervals as tolerated at the study site.', 'Subjects who tolerate at least 3 mg of AR101 on day 1 will return to the study site on day 2 to receive a', 'single confirmatory 3 mg dose under direct observation. Subjects who tolerate the 3 mg confirmatory', 'dose with no or mild symptoms that are not dose-limiting will begin the up-dosing period.', 'Subjects who do not tolerate at least 3 mg of AR101 on day 1 or day 2 will stop AR101 treatment and', 'discontinue early from the study.', 'Up-dosing: The up-dosing period will be approximately 6 months (22-40 weeks). Dose escalation will', 'occur approximately every 2 weeks. Daily AR101 doses during up-dosing will be 3, 6, 12, 20, 40, 80, 120,', '160, 200, 240, and 300 mg/day. The first dose of AR101 at each new dose level will be administered under', 'direct observation at the study site; the remaining doses at each dose level will be administered daily at home', 'as tolerated. Subjects able to tolerate 300 mg for 2 weeks will begin the maintenance period. Subjects', 'unable to tolerate 300 mg/day for 2 weeks within 40 weeks of up-dosing will stop AR101 treatment and', 'discontinue early from the study.', 'Maintenance: Subjects will continue AR101 daily dosing at 300 mg/day for an additional 12 months', '(52 weeks) with study site visits every 4 weeks. After at least 6 months (up to 7 months) of maintenance', 'treatment (approximately 12 months after randomization/first dose of AR101), subjects will have a graded', 'OLFC up to a maximum single highest dose of 1000 mg of peanut protein (3, 10, 30, 100, 300, 600, 1000 mg', '[2043 mg cumulative]).', 'Subjects who tolerate 1000 mg of peanut protein (2043 mg cumulative) at the OLFC will continue', 'AR101 daily at 300 mg/day and will have the option to consent for a real-world peanut challenge', '(RWPC) within 4 weeks (preferably within 1 week) after the OLFC. During the RWPC, subjects will', 'eat a food containing 500 to 600 mg of peanut protein under direct observation at the study site.', 'Subjects who complete the RWPC (regardless of the outcome) will continue daily maintenance', 'treatment with AR101 at 300 mg/day for a total of 52 weeks of maintenance until study exit.', 'Subjects who tolerate at least 300 mg but < 1000 mg of peanut protein (2043 mg cumulative) at the', 'OLFC or tolerate 1000 mg of peanut protein (2043 mg cumulative) but do not consent to the optional', 'RWPC will continue daily maintenance treatment with AR101 at 300 mg/day for a total of 52 weeks of', 'maintenance until study exit.', 'Subjects who do not tolerate at least 300 mg of peanut protein at the OLFC will stop AR101 treatment', 'and discontinue early from the study.', 'Standard of Care Treatment Group', 'Subjects receiving standard of care alone will have approximately 18 months of observation before study', 'exit, with an OLFC approximately 12 months after randomization. Subjects receiving standard of care alone', 'who complete the OLFC will not have an RWPC.', 'Both Treatment Groups', 'Early discontinuation: Subjects with unresolved adverse events at early discontinuation or who had', 'gastrointestinal (GI) adverse events of interest will have safety follow-up.', 'Subjects who discontinue AR101 treatment early before completing 9 months of maintenance, and their', 'parents/caregivers, will complete relevant follow-up HRQOL questionnaires.', 'Study exit: Subjects with unresolved adverse events at study exit or who had GI adverse events of interest', 'will have safety follow-up. AR101-treated subjects who complete approximately 12 months of maintenance']"
4,page_5,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 4 of 122', 'treatment at 300 mg/day will have the option to enroll in an open-label follow-on study to continue AR101', 'treatment until it becomes commercially available or its development is terminated. Subjects who receive', 'standard of care alone and complete approximately 18 months of observation will also have the option to', 'receive AR101 treatment in a follow-on study. Subjects may continue to receive AR101 maintenance', 'treatment or standard of care alone in ARC009 if the open-label follow-on study is not activated at their', 'study site when subjects complete their course of treatment/observation.', 'Study Schematic:', 'Screening', 'Randomization', '2:1', 'AR101 +', 'Standard of Care', 'Initial Dose', 'Day 1: 0.5-6 mg', 'Not tolerated', 'Escalation', 'Day 2: 3 mg', 'Up-Dosing', '3-300 mg/day, 22-40 weeks', '300 mg/day for 2 weeks', 'Standard of Care', 'not tolerated', 'within 40 weeks', '300 mg/day, approximately 12 mo', 'OLFC after approximately', 'At least 300 mg', 'OLFC after', 'Maintenance', '6 mo of maintenance', 'peanut protein not', 'tolerated at OLFC', 'approximately', 'Optional RWPC if tolerated', '12 mo', '1000 mg peanut protein', 'Study Exit', 'Early', '(study completion) [1,2]', 'Discontinuation [2]', 'AR101 + standard of care: Scheduled visits are day 1, day 2, every 2 weeks during up-dosing (22-40 weeks,', 'approximately 6 months), and every 4 weeks during maintenance (52 weeks, approximately 12 months) until study exit', '(completion), with an OLFC after approximately 6 months of maintenance and RWPC (if applicable) within 4 weeks', '(preferably within 1 week) after the OLFC. Questionnaires are completed before randomization and approximately every', '3 months thereafter.', 'Standard of care: Scheduled visits are approximately every 3 months for approximately 18 months until study exit', '(completion), with an OLFC approximately 12 months after randomization. Questionnaires are completed before', 'randomization and approximately every 3 months thereafter.', '[1]', 'Subjects will have the option to receive AR101 in an open-label follow-on study.', '[2] Subjects with unresolved adverse events at early discontinuation or study exit or who had GI adverse events of', 'interest will have safety follow-up. Subjects who discontinue AR101 treatment early before completing 9 months of', 'maintenance and their parents/caregivers will complete relevant follow-up HRQOL questionnaires.', 'GI, gastrointestinal; HRQOL, health-related quality of life; mo, months; OLFC, open-label food challenge; RWPC,', 'real-world peanut challenge.', 'Key Eligibility Criteria:', 'Subjects must be aged 4 to 17 years, inclusive, at screening; have a history of physician-diagnosed', 'immunoglobulin (Ig) E-mediated peanut allergy; have a mean wheal diameter on SPT to peanut > 8 mm', 'greater than the negative saline control at screening; and serum IgE to peanut of > 14 kUA/L at screening.', 'Written informed consent and assent (as appropriate) is required. Subjects must not have a history of severe', 'or life-threatening anaphylaxis or anaphylactic shock within 60 days before screening; history of eosinophilic', 'esophagitis (EoE) or other eosinophilic GI disease, chronic, recurrent, or severe gastroesophageal reflux', 'disease (GERD), symptoms of dysphagia, or recurrent GI symptoms of any etiology; history of a mast cell', 'disorder (eg, systemic mastocytosis, urticaria pigmentosa, chronic idiopathic or chronic physical urticaria', 'beyond simple dermatographism [eg, cold urticaria, cholinergic urticaria], or hereditary or idiopathic', 'angioedema); have severe persistent asthma or mild or moderate asthma that is uncontrolled or difficult to', 'control; history of high-dose corticosteroid medication use (eg, > 3 days at 1-2 mg/kg of prednisone or', 'equivalent); or history of cardiovascular disease (including uncontrolled or inadequately controlled']"
14,page_15,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 14 of 122', 'Abbreviation', 'Definition', 'TNSS', 'Total Nasal Symptom Score', 'TSQM-9', 'Treatment Satisfaction Questionnaire for Medication', 'WHO-DD', 'World Health Organization Drug Dictionary']"
15,page_16,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 15 of 122', '1', 'INTRODUCTION', '1.1 Background', 'Peanut allergy is a common and serious condition that disproportionately affects children and', 'is associated with severe reactions, including life-threatening anaphylaxis. The prevalence of', 'peanut allergy has been rising in the Western world and is estimated to be approximately 2%', 'to 3% in children (Turner, 2017); the cumulative incidence of childhood peanut allergy in the', 'United Kingdom is approximately 0.7% (Grimshaw, 2016). The current standard of care for', 'the management of peanut allergy is peanut avoidance, and education of the patient and', 'family on recognition and management of allergy symptoms and appropriate use of rescue', 'medications (eg, epinephrine auto-injectors).', 'Despite efforts at strict peanut avoidance, accidental exposure remains a major concern', 'because allergic responses may be triggered by minute quantities (milligrams) of peanut', 'protein. Strict adherence to an avoidance diet can be complicated by difficulty in interpreting', 'food labels (Joshi, 2002), the presence of undeclared or hidden allergens in commercially', 'prepared foods (Vierk, 2002; Altschul, 2001), and inattention to or mistrust of food warning', 'labels (Vierk, 2007). Foods prepared outside the home (eg, at school, daycare centers,', 'restaurants, homes of family/friends) present additional sources of accidental exposure.', 'Accidental food allergen exposures are common, with 55% of peanut-allergic patients', 'experiencing at least 1 allergic reaction over approximately 5 years (Sicherer, 1998). The', 'burden of avoidance and constant fear of accidental exposure can negatively affect the', 'health-related quality of life (HRQOL) for patients with peanut allergy and their families', '(Anagnostou, 2014; Avery, 2003; Primeau, 2000).', 'Early clinical studies of peanut oral immunotherapy (OIT) demonstrated promising safety', 'and efficacy of this approach in peanut-allergic patients (Anagnostou, 2014; Yu, 2012;', 'Varshney, 2011; Blumchen, 2010; Hofmann, 2009; Jones, 2009). Each of these studies', 'included an oral food challenge to evaluate desensitization after completion of a period of', 'dosing with increasing amounts of peanut flour, peanut protein, or whole crushed roasted', 'peanuts, followed by a period of maintenance therapy, and showed that peanut OIT was', 'generally well tolerated and could induce a clinically meaningful level of desensitization.', 'Symptoms associated with peanut OIT included rash, wheezing, rhinorrhea, sneezing,', 'itching, abdominal pain, nausea, vomiting, and diarrhea. Most symptoms were mild,', 'consistent with a transient, low-grade allergic reaction, and tended to diminish in frequency', 'with increasing duration of treatment. Additionally, studies suggest peanut OIT may induce', 'favorable immunologic changes over time (Wambre, 2017; Kim, 2011; Varshney, 2011;', 'Blumchen, 2010; Jones, 2009). The results of these studies and other experience with OIT in', 'peanut and other common food allergies (Beyer, 2012; Burks, 2012; Keet, 2012) provided', 'the rationale for initial clinical development of AR101 characterized oral desensitization', 'immunotherapy (CODITTM) for subjects with peanut allergy.', 'AR101 consists of peanut flour characterized for quantities of specific allergenic peanut', 'proteins, and is formulated with bulking and flow agents in graduated doses. The goal of', 'continuous treatment with AR101 is to induce and maintain a state of clinically meaningful', 'desensitization to peanut protein, defined as the ability to consume a minimum of 300 mg of']"
20,page_21,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 20 of 122', 'Demonstrating a beneficial effect on quality of life and health utility of treatment with', 'AR101 will be informative to certain treatment decision-makers, including payers. However,', 'assessment of HRQOL can be complex for infrequent episodic conditions such as peanut', 'allergy. Food allergy HRQOL is unusual because it is not characterized by daily or frequent', 'symptoms that would allow patients to perceive changes in their health status; rather, it is', 'characterized by beliefs and expectations about the risk of anaphylaxis occurring due to', 'unpredictable accidental exposures and the expected benefits of interventions that reduce this', 'risk. Experiencing an HRQOL benefit from treatment is entirely dependent on patient (and', 'parent/caregiver) knowledge that they have been receiving an active treatment and have been', 'successfully desensitized to the food allergen in question.', 'An open-label study of HRQOL of patients on standard of care alone and their', 'parents/caregivers will enable a more real-world comparison of treatments than a blinded', 'study. In a blinded study setting, patients in both treatment groups would be required to', 'follow the same study site visit schedule, which is necessarily frequent during up-dosing with', 'food allergens to safely achieve the desired level of desensitization. As this visit frequency is', 'much higher than real-world standard of care practice, it could significantly affect patient and', 'parent/caregiver responses to questionnaires. In an open-label study, the visit schedule for', 'patients receiving standard of care alone can be less frequent and would more closely align', 'with real-world standard of care practice. Therefore, an open-label study design is preferred', 'when assessing the real-world impact of AR101 treatment versus standard of care on', 'HRQOL.', 'Additionally, previous studies have shown that the DBPCFC also influences HRQOL,', ""because the information it imparts helps reduce uncertainty about the status of the patient's"", 'allergy and may reduce anxiety about their ability to manage an allergic reaction arising from', 'accidental exposure (Franxman, 2015; Soller, 2014). As a DBPCFC is not part of the', 'diagnostic pathway for peanut allergy, the ARC009 eligibility criteria include a range of', 'other relevant clinical and patient factors. However, all subjects will have an open-label food', 'challenge (OLFC) approximately 12 months after randomization to study treatment (AR10', 'or standard of care alone). Because approximately 20% of children are estimated to outgrow', 'their peanut allergy and periodic re-evaluations are recommended (Sampson, 2014;', 'Skolnick, 2001), the OLFC results will be used to confirm peanut allergy for subjects who', 'complete 18 months of standard of care alone as part of the eligibility to receive AR101 in an', 'open-label follow-on study.', 'HRQOL outcomes have been assessed in randomized, double-blind, placebo-controlled', 'studies of AR101, including ARC003 (PALISADE), ARC007 (RAMSES), and ARC010', '(ARTEMIS), and in their open-label follow-on studies. However, ARC009 is anticipated to', 'yield more meaningful HRQOL results and to better reflect the true-life patient/parent', '(caregiver) experience of AR101 treatment in combination with standard of care compared', 'with standard of care alone, and thus will provide relevant HRQOL evidence for treatment', 'decision-makers.']"
21,page_22,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 21 of 122', '2', 'STUDY OBJECTIVES', '2.1', 'Primary Objective', 'To assess proxy- and self-reported disease-specific HRQOL of peanut-allergic', 'subjects aged 4 to 17 years, inclusive, receiving AR101 in combination with standard', 'of care versus standard of care alone for approximately 18 months', '2.2', 'Secondary Objectives', 'Safety and tolerability of AR10', 'To characterize changes over the course of the study in the following:', 'Disease-specific HRQOL of parents/caregivers', 'Relationship between clinical efficacy of AR101 (change in level of sensitization to', 'peanut allergen) and HRQOL of subjects and parents/caregivers', '2.3', 'Exploratory Objectives', 'To assess the following:', 'Self-reported assessments of control and confidence; reassurance, worry, and severity', 'of allergic reactions based on food challenge outcomes; and overall HRQOL', 'Changes in nondisease-specific measures of HRQOL, anxiety, and depression in', 'subjects and parents/caregivers', 'Health state utility estimates for economic analysis', 'Changes in peanut skin prick test (SPT) mean wheal diameters associated with', 'AR101 treatment', 'Changes in control of pre-existing concomitant atopic disease (asthma, allergic', 'rhinitis, atopic dermatitis)', 'Relationship between basophil activation, clinical efficacy of AR101, and changes in', 'HRQOL', 'AR101 treatment experience among subjects and parents/caregivers', '3', 'INVESTIGATIONAL PLAN', '3.1', 'Overall Study Design and Plan: Description', 'This is a phase 3b, randomized, open-label, European study of the HRQOL of AR101 in', 'combination with standard of care (AR101 herein) compared with standard of care alone in', 'approximately 200 peanut-allergic subjects aged 4 to 17 years, inclusive. Standard of care', 'includes avoidance of peanuts/peanut-containing foods, and education on recognition and', 'management of allergy symptoms and appropriate use of rescue medications (eg, epinephrine', 'auto-injectors). HRQOL of parents/caregivers will also be assessed. The safety and', 'tolerability of AR101 will be evaluated.']"
22,page_23,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 22 of 122', 'Eligible subjects will be randomly assigned 2:1 to AR101 treatment or standard of care', 'alone. Randomization will be stratified by age group (4-12 years and 13-17 years). Subjects', 'in both treatment groups and their parents/caregivers will have disease-specific and', 'nondisease-specific HRQOL assessments at screening and periodically thereafter.', 'Subjects receiving AR101 treatment will have 3 consecutive AR101 dosing periods before', 'exiting (completing) the study: initial dose escalation, up-dosing, and maintenance. Subjects', 'receiving standard of care alone will have approximately 18 months of observation before', 'exiting (completing) the study. Subjects in both treatment groups will have a graded OLFC', 'up to a maximum single highest dose of 1000 mg of peanut protein (2043 mg cumulative),', 'approximately 12 months after randomization.', 'AR101 Treatment Group', 'Initial dose escalation: Subjects randomly assigned to AR101 treatment will begin with a', 'stepwise dose escalation of AR101 (up to 5 single doses of 0.5, 1, 1.5, 3, and 6 mg)', 'administered at 20- to 30-minute intervals as tolerated at the study site.', 'Subjects who tolerate at least 3 mg of AR101 on day 1 will return to the study site on', 'day 2 to receive a single confirmatory 3 mg dose under direct observation. Subjects', 'who tolerate the 3 mg confirmatory dose with no or mild symptoms that are not', 'dose-limiting will begin the up-dosing period.', 'Subjects who do not tolerate at least 3 mg of AR101 on day 1 or day 2 will stop', 'AR101 treatment and discontinue early from the study.', 'Up-dosing: The up-dosing period will be approximately 6 months (22-40 weeks). Dose', 'escalation will occur approximately every 2 weeks. Daily AR101 doses during up-dosing', 'will be 3, 6, 12, 20, 40, 80, 120, 160, 200, 240, and 300 mg/day. The first dose of AR101 at', 'each new dose level will be administered under direct observation at the study site; the', 'remaining doses at each dose level will be administered daily at home as tolerated. Subjects', 'able to tolerate 300 mg for 2 weeks will begin the maintenance period. Subjects unable to', 'tolerate 300 mg/day for 2 weeks within 40 weeks of up-dosing will stop AR101 treatment', 'and discontinue early from the study.', 'Maintenance: Subjects will continue AR101 daily dosing at 300 mg/day for an additional', '12 months (52 weeks) with study site visits every 4 weeks. After at least 6 months (up to', '7 months) of maintenance treatment (approximately 12 months after randomization/first dose', 'of AR101), subjects will have a graded OLFC up to a maximum single highest dose of', '1000 mg of peanut protein (3, 10, 30, 100, 300, 600, 1000 mg [2043 mg cumulative]).', 'Subjects who tolerate 1000 mg of peanut protein (2043 mg cumulative) at the OLFC', 'will continue AR101 daily at 300 mg/day and will have the option to consent for', 'a real-world peanut challenge (RWPC) within 4 weeks (preferably within 1 week)', 'after the OLFC. During the RWPC, subjects will eat a food containing 500 to 600 mg', 'of peanut protein under direct observation at the study site. Subjects who complete']"
23,page_24,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 23 of 122', 'the RWPC (regardless of the outcome) will continue daily maintenance treatment', 'with AR101 at 300 mg/day for a total of 52 weeks of maintenance until study exit.', 'Subjects who tolerate at least 300 mg but < 1000 mg of peanut protein (2043 mg', 'cumulative) at the OLFC or tolerate 1000 mg of peanut protein (2043 mg cumulative)', 'but do not consent to the optional RWPC will continue daily maintenance treatment', 'with AR101 at 300 mg/day for a total of 52 weeks of maintenance until study exit.', 'Subjects who do not tolerate at least 300 mg of peanut protein at the OLFC will stop', 'AR101 treatment and discontinue early from the study.', 'Standard of Care Treatment Group', 'Subjects receiving standard of care alone will have approximately 18 months of observation', 'before study exit, with an OLFC approximately 12 months after randomization. Subjects', 'receiving standard of care alone who complete the OLFC will not have an RWPC.', 'Both Treatment Groups', 'Early discontinuation: Subjects with unresolved adverse events at early discontinuation or', 'who had GI adverse events of interest will have safety follow-up (Section 5.5).', 'Subjects who discontinue AR101 treatment early before completing 9 months of', 'maintenance, and their parents/caregivers, will complete relevant follow-up HRQOL', 'questionnaires (Section 5.3.1).', 'Study exit: Subjects with unresolved adverse events at study exit or who had GI adverse', 'events of interest will have safety follow-up (Section 5.5). AR101-treated subjects who', 'complete approximately 12 months of maintenance treatment at 300 mg/day will have the', 'option to enroll in an open-label follow-on study to continue AR10 treatment until it', 'becomes commercially available or its development is terminated. Subjects who receive', 'standard of care alone and complete approximately 18 months of observation will also have', 'the option to receive AR101 treatment in a follow-on study. Subjects may continue to', 'receive AR101 maintenance treatment or standard of care alone in ARC009 if the open-label', 'follow-on study is not activated at their study site when subjects complete their course of', 'treatment/observation.', '3.2', 'Study Schematic', 'The study schematic is provided in Figure 1.']"
31,page_32,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 31 of 122', 'Parent/Caregiver', 'Subject Aged 8 to 12 Years', 'Subject Aged 13 to 17 Years', 'AR101-treated subject at early', 'discontinuation/study exit)', '11', 'Qualitative exit interview (for', 'AR101-treated subject at early', 'discontinuation/study exit) [2]', 'Questionnaires are to be completed at the study visits indicated in Appendix 4, Appendix 5, and Appendix 6.', '[1] To be completed after the end of the observation period for the food challenge (OLFC or optional', 'RWPC) and after the results are explained.', '[2]', 'To be conducted in a random sample of parents/caregivers and subjects aged > 13 years at study exit or', 'early discontinuation.', 'EQ-5D-5L, European Quality of Life 5-Dimensions 5-Levels health questionnaire; EQ-5D-Y, EQ-5D Youth;', 'FAIM, Food Allergy Independent Measure; FAIM-CF, FAIM - child form; FAIM-PF, FAIM - parent form;', 'FAIM-PFT, FAIM - parent form teenager; FAIM-TF, FAIM - teenager form; FAQL-PB, Food Allergy', 'Quality of Life - Parental Burden; FAQLQ, Food Allergy Quality of Life Questionnaire; FAQLQ-CF,', 'FAQLQ - child form; FAQLQ-PF, FAQLQ - parent form; FAQLQ-PFT, FAQLQ - parent form teenager;', 'FAQLQ-TF, FAQLQ - teenager form; HADS, Hospital Anxiety and Depression Scale;', 'HRQOL, health-related quality of life; OLFC, open-label food challenge; RWPC, real-world peanut', 'challenge; TSQM-9, Treatment Satisfaction Questionnaire for Medication.', '5.2.4', 'General Procedures for Subjects Receiving AR101 Treatment', 'Before administration of the first and any subsequent dose of AR101 at the study site, the', ""subject's health status must be at baseline state, including no presence of active wheezing,"", 'flare of atopic disease (eg, atopic dermatitis), or suspected intercurrent illness. The subject', 'must have fully recovered from any previous illness for at least 3 days, depending on the', 'severity of the illness per investigator assessment.', 'A study physician must always be readily available during dosing at the study site. At', 'minimum, subjects will be evaluated for signs and symptoms of an allergic reaction at 15 to', '30 minutes postdose and every 30 minutes thereafter (with vital signs measurements of blood', 'pressure and heart rate), until at least 90 minutes postdose or the end of the observation', 'period, whichever is last. The postdose observation period may be shortened to 30 minutes', 'during maintenance if no allergy symptoms occurred during the previous 3 maintenance', 'visits.', 'Allergy symptoms will be assessed as follows:', 'Symptoms of allergic reactions will be evaluated per Section 8.5.1.', 'The tolerability of study product will be evaluated per Section 8.5.1.2.', 'The treatment of allergic reactions and dose adjustment of study product will follow', 'guidelines per Sections 8.5.2 and 8.5.3.']"
32,page_33,"['Aimmune Therapeutics, Inc.', 'AR101', 'ARC009 Protocol Amend 1.0', '11 Apr 2018 - FINAL', 'Aimmune Confidential Information', 'Page 32 of 122', 'On the day after each study site visit, site staff will contact the subject or parent/caregiver by', 'telephone to perform the following:', 'Inquire if any adverse events occurred (including allergy symptoms, GI symptoms,', 'and exposure to food allergen).', 'Provide guidance in managing adverse events.', 'Inquire about compliance with AR101 dosing.', '5.2.4.1', 'Initial Dose-Escalation Procedures', 'Initial dose-escalation procedures are listed in the schedule of activities in Appendix 4.', 'Subjects may have clear liquids or flavored gelatin during the dosing procedures.', 'Day 1', 'Subjects will be required to discontinue antihistamines 5 half-lives of the medication before', 'the first day of dose escalation.', 'AR101 will be administered in 5 increasing doses in a stepwise manner in 20- to 30-minute', 'intervals as tolerated. The 5 doses and cumulative dose of peanut protein to be consumed on', 'day 1 are shown in Table 2.', 'Table 2: AR101 Single Doses and Cumulative Dose on Day 1', 'Dose Number', 'AR101 Dose (mg peanut protein)', 'Cumulative Dose (mg peanut protein)', '1', '0.5', '0.5', '2', '1', '1.5', '3', '1.5', '3', '4', '3', '6', '5', '6', '12', 'The time points for AR101 dosing and assessments of vital signs and allergic reaction are', 'provided in Table 3. Subjects who develop moderate or dose-limiting symptoms anytime at', '< 3 mg doses of AR101, severe symptoms at any dose (including 6 mg), or use rescue', 'medications (except < 2 doses of antihistamines, Section 8.5.3.1) will stop dose escalation', 'and discontinue early from the study (Section 5.3).']"
