,PageNo,Text
0,page_1,"['A Pilot Study of Local Anesthesia for', 'Inguinal Hernia Surgery in Older', 'Adults', '12/18/2020', 'STU-2020-0558', 'Protocol Template, Version 2.0']"
1,page_2,"['PREFACE', 'The Clinical Intervention Study Protocol Template is a suggested format for clinical trials', 'sponsored by the National Institute on Aging (NIA). Investigators are encouraged to use this', 'format, as appropriate, when developing protocols for their studies. Large multi-site', 'observational studies will also benefit from this protocol template.', 'Note that instructions and explanatory text are indicated by italics and should be replaced in', 'your protocol with appropriate text. Section headings and template text formatted in regular', 'type should be included in your protocol document as provided in the template.', 'The goal of this template is to provide a general format applicable to all single- and multicenter', 'clinical intervention trials (e.g., drug, surgery, behavioral, nutritional, device, etc).', 'As you can see the version number and date are on the bottom of each page. When making', 'changes to an approved and ""final"" protocol, please provide a summary of the changes, with the', 'date, at the front of the protocol.', 'Protocol Template, Version 2.0 9/11/20']"
2,page_3,"['A PILOT STUDY OF LOCAL ANESTHESIA FOR INGUINAL HERNIA', 'SURGERY IN OLDER ADULTS', 'Principal Investigator:', 'Courtney Balentine, MD, MPH', 'Assistant Prof. of Surgery', 'University of Texas Southwestern', '&', 'VA North Texas Healthcare System', 'Supported by:', 'The National Institute on Aging', '(Include application or grant number(s) when available)', 'Protocol Template, Version 2.0 9/11/20']"
3,page_4,"['Version 2', 'September 11, 2020', 'TABLE OF CONTENTS', 'Page', 'PREFACE', 'i', 'TABLE OF CONTENTS', 'iii', 'PRÉCIS', 'V', 'Objectives', 'V', 'Design and Outcomes', 'V', 'Interventions and Duration', 'V', 'Sample Size and Population', 'V', 'STUDY TEAM ROSTER', '1', 'Principal Investigator: Courtney Balentine', '1', 'Co-Investigators: Cynthia Brown', '1', 'Celette Skinner', '1', 'Joan Reisch', '1', 'Munro Cullum', '1', 'Miles Berger', '2', 'Research Assistants: Nicole Pore-Brown', '2', 'PARTICIPATING STUDY SITES', '2', 'North Texas VA Hospital', '2', 'Courtney Balentine', '2', '1', 'Study objectives', '4', '1.1', 'Primary Objective', '4', '1.2', 'Secondary Objectives', '4', '2', 'BACKGROUND AND RATIONALE', '5', '2.1', 'Background on Condition, Disease, or Other Primary Study Focus', '5', 'Inguinal hernia repair - the most common general surgery operation in the U.S. - provides a', 'unique opportunity to improve outcomes for older patients by changing surgical practice. 1', 'Protocol Template, Version 2.0 9/11/20']"
4,page_5,"['Nearly 80% of inguinal hernia operations are performed under general anesthesia versus', '15%-20% using local anesthesia, despite the absence of evidence for superiority. 2,3 The', 'choice of anesthesia has particular implications for older adults because they face substantial', 'short- and long-term risk of cognitive and physical decline after exposure to general', 'anesthesia. 4,5 Consequently, the American College of Surgeons and the American Geriatrics', 'Society have identified a critical need in surgery. determining which operations have better', 'outcomes when performed under local rather than general anesthesia."" 4', '5', 'Currently, the evidence for choosing an anesthesia technique for inguinal hernia repair in', 'older adults is inconclusive. Several small randomized trials and cohort studies have', 'suggested that using local anesthesia for hernia repair reduces morbidity by one-third,', 'unplanned admissions by 20%, and operative time and costs by 15%, while other studies', 'showed no significant differences. 2,6-8 However, there are significant flaws in these studies', 'that severely limit their applicability to older adults: (1) They mainly focused on younger', 'patients with limited comorbidity burden, largely ignoring individuals aged 65 years and', 'older, (2) They did not adequately examine the effects of general anesthesia on cognitive', 'function and quality of life for older adults and their caregivers. In particular, the only', 'randomized trial that evaluated neurocognitive recovery evaluated a mostly younger', 'population and did not look specifically at outcomes for older adults where the largest benefit', 'is expected to occur.8 (3) They did not consult with stakeholders (patients, caregivers,', 'physicians, hospitals, or health systems) to identify outcomes relevant to those groups. There', 'is an urgent need to evaluate benefits of local anesthesia for inguinal hernia repair in older', 'adults because the proportion of Americans age 65 and older is rapidly growing and will', 'reach 20% of the population in the next 10 years. 9 Improving postoperative recovery for', 'patients having the most common general surgery operation in our country will have a', 'tremendous effect on patient and caregiver quality of life.', '5', '2.2', 'Study Rationale', '5', '3', 'STUDY DESIGN', '6', '4', 'SELECTION AND ENROLLMENT OF PARTICIPANTS', '7', '4.1', 'Inclusion Criteria', '9', '4.2', 'Exclusion Criteria', '10', '4.3', 'Study Enrollment Procedures', '11', '5', 'STUDY INTERVENTIONS', '13', '5.1', 'Interventions, Administration, and Duration', '13', '5.2', 'Handling of Study Interventions', '14', '5.3', 'Concomitant Interventions', '14', '5.3.1', 'Allowed Interventions', '15', '5.3.2', 'Required Interventions', '15', '5.3.3', 'Prohibited Interventions', '15', '5.4', 'Adherence Assessment', '15', 'Protocol Template, Version 2.0', 'ii']"
5,page_6,"['6', 'STUDY PROCEDURES', '16', '6.1', 'Schedule of Evaluations', '17', '6.2', 'Description of Evaluations', '20', '6.2.1', 'Screening Evaluation', '20', '6.2.2', 'Enrollment, Baseline, and/or Randomization', '22', '6.2.3', 'Follow-up Visits', '23', '6.2.4', 'Completion/Final Evaluation', '27', '7', 'SAFETY ASSESSMENTS', '27', '7.1', 'Specification of Safety Parameters', '27', '7.2', 'Methods and Timing for Assessing, Recording, and Analyzing Safety Parameters', '28', '7.3', 'Adverse Events and Serious Adverse Events', 'Error! Bookmark not defined.', '7.4', 'Reporting Procedures', '32', '7.5', 'Follow-up for Adverse Events', '33', '7.6', 'Safety Monitoring', '33', '8', 'INTERVENTION DISCONTINUATION', '33', '9', 'STATISTICAL CONSIDERATIONS', '34', '9.1', 'General Design Issues', '34', '9.2', 'Sample Size and Randomization', '37', '9.2.1 Treatment Assignment Procedures', '37', '9.3', 'Interim analyses and Stopping Rules', '38', '9.4', 'Outcomes', '39', '9.4.1', 'Primary outcome', '39', '9.4.2', 'Secondary outcomes', '41', '9.5', 'Data Analyses', '50', '10', 'DATA COLLECTION AND QUALITY ASSURANCE', '51', '10.1', 'Data Collection Forms', '51', '10.2', 'Data Management', '52', '10.3', 'Quality Assurance', '53', '10.3.1', 'Training', '53', '10.3.2', 'Quality Control Committee', '53', '10.3.3', 'Metrics', '53', '10.3.4', 'Protocol Deviations', '54', '10.3.5', 'Monitoring', '54', 'Protocol Template, Version 2.0', '111']"
6,page_7,"['11 PARTICIPANT RIGHTS AND CONFIDENTIALITY', '55', '11.1', 'Institutional Review Board (IRB) Review', '55', '11.2', 'Informed Consent Forms', '55', '11.3', 'Participant Confidentiality', '55', '11.4', 'Study Discontinuation', '55', '12', 'ETHICAL CONSIDERATIONS', '55', '13 COMMITTEES', '56', '14', 'PUBLICATION OF RESEARCH FINDINGS', '56', '15 REFERENCES', '56', '16 SUPPLEMENTS/APPENDICES', '58', '17', '58', '18', '58', 'I. Procedures Schedule', 'II. Informed Consent Form Template', 'III. Other (add as many appendices as necessary)', 'Protocol Template, Version 2.0', 'iv']"
7,page_8,"['PRÉCIS', 'A Pilot Study of Local Anesthesia for Inguinal Hernia Surgery in Older Adults', 'Objectives', 'The primary objective is to conduct a pilot randomized trial comparing outcomes of', 'inguinal hernia surgery under local versus general anesthesia to (1) demonstrate our ability to', 'successfully recruit, randomize, and retain patients aged 65 years and older for a randomized trial', 'of local versus general anesthesia for inguinal hernia surgery, and (2) establish our ability to', 'measure relevant outcomes and test protocols and study instruments for measuring key', 'outcomes. The secondary objective is to generate preliminary comparisons between the two', 'study arms, to inform design of a larger multisite trial.', 'Design and Outcomes', 'Prior to', 'At home (48', '6 month', 'Baseline', 'discharge', '2 week', 'hours after', 'postoperative', 'Time of measurement', '(before', 'Intraoperative', 'home (4-6', 'postoperative', 'surgery) by', 'visit by', 'surgery)', 'hours after', 'visit', 'phone', 'phone', 'surgery)', 'Demographics &', 'Total operating room', 'Time in post-anesthesia', 'Pain', 'Pain', 'Pain', 'comorbidity', 'time', 'recovery room', 'Delirium', 'Delirium', 'Delirium', 'Outcomes', 'Frailty', 'Time for surgery', 'Time in step-down', 'Cognitive function', 'Cognitive function', 'Cognitive function', 'Physical function', 'Vital signs', 'recovery room', 'Physical function', 'Physical function', 'Physical function', 'Cognitive function', 'Fluid administration', 'Pain', 'Quality of life', 'Quality of life', 'Quality of life', 'Pain', 'Total anesthesia dose', 'Delirium & cognitive', 'Quality of life', 'function', 'Figure 1. Measurement of baseline status & endpoints for pilot trial. We will collect baseline characteristics prior to surgery. Intraoperative and', 'immediate postoperative outcomes include time,pain,and cognitiverecovery. Post-discharge outcomes include pain, cognitive & physical function,', 'and quality of life.', 'This is a single-blind randomized pilot trial of intraoperative and postoperative outcomes', 'for patients aged 65 years and older who have inguinal hernia repair under either local or', 'general anesthesia. Study coordinators will be blinded to whether patients are randomized', 'to local or general anesthesia and we will assess the outcomes shown in Figure 1. The', 'investigative team (except for statistician) will be blinded to treatment assignment until', 'the final analysis is complete.', 'Interventions and Duration', 'The interventions being compared are (1) local anesthesia versus (2) general anesthesia', 'for inguinal hernia surgery. As shown in Figure 1, patients will be on study for six', 'months after surgery (total follow-up period of six months).', 'Sample Size and Population', 'We will enroll participants from two sites: Houston and Dallas. We will seek to enroll 40', 'patients in each of the two study arms (local and general anesthesia) for a total of 80', 'patients. We will not stratify based on (1) hospital site, and (2) age (65-75 years and 75+', 'years of age). We will include all patients aged 65 years and older who are having', 'elective open inguinal hernia surgery for a unilateral and non-incarcerated hernia. We', 'will exclude patients with prior hernia repair on the same side, contraindications to', 'Protocol Template, Version 2.0', 'V']"
8,page_9,"['general anesthesia, allergies to local anesthesia, incarceration or bowel strangulation, or', 'evidence of an active infection.', 'Protocol Template, Version 2.0', 'vi']"
9,page_10,"['STUDY TEAM ROSTER', 'Principal Investigator: Courtney Balentine', '4500 S Lancaster Rd.', 'Dallas, TX 75216', '(P) 832-721-7272', 'Courtney.Balentine@utsouthwestern.edu', 'Main responsibilities/Key roles: Study organization,', 'recruitment, data analysis, safety monitoring', 'Co-Investigators:', 'Cynthia Brown', '930 319th St. S.', 'Birmingham, AL 35233', '(P) 205-934-3259', '(F) 205-558-7068', 'cynthiabrown@uabmc.edu', 'Main responsibilities/Key roles: study organization, data', 'analysis', 'Celette Skinner', '5323 Harry Hines Boulevard', 'Dallas, TX 75390', '(P) 214-648-5499', 'Celette.skinner@utsouthwestern.edu', 'Main responsibilities/Key roles: study organization, data', 'analysis', 'Joan Reisch', '5323 Harry Hines Boulevard', 'Dallas, TX 75390', '(P) 214-648-2410', 'Joan.Reisch@utsouthwestern.edu', 'Main responsibilities/Key roles: statistician for data analysis', 'Munro Cullum', '5323 Harry Hines Boulevard', 'Dallas, TX 75390', '(P) 214-648-4660', 'Munro.cullum@utsouthwestern.edu', 'Main responsibilities/Key roles: study design and analysis of', 'neurocognitive outcomes', 'Protocol Template, Version 2.0', '1']"
