,PageNo,Text
0,page_0,"Clinical Study Protocol Drug Substance cediranib (AZD2171) plus olaparib (AZD2281) Study Code D8488C00001 Edition Number 5.0 Date 15 Jan 2019 A single arm, open-label, Phase IIb study to assess the efficacy and safety of the combination of cediranib and olaparib tablets in women with recurrent platinum resistant epithelial ovarian cancer, including fallopian tube and/or primary peritoneal cancer who do not carry a deleterious or suspected deleterious germline BRCA mutation This document contains confidential commercial information, disclosure of which is prohibited without providing advance notice to AstraZeneca and opportunity to object. RI"
1,page_1,
2,page_2,
3,page_3,"Clinical Study Protocol Drug Substance cediranib (AZD2171) plus olaparib (AZD2281) Study Code D8488C00001Edition Number 5.0 Date 15 Jan 2019 4(173)!Patients with primary platinum resi stant/refractory disease defined as progression during or within 6 months of completing first-line platinum-based chemotherapy are not eligible. New text 4. Recurrent platinum-resistant disease, defined as disease progression within 6 months (182 days) of the last receipt of platinum-based chemotherapy. !Patients with platinum refractory disease defined as disease progressionduring the last receipt of platinum-based therapy, are not eligible !Patients with primary platinum resi stant/refractory disease defined as progression during or within 6 months (182 days) of completing first-line platinum-based chemotherapy are not eligible. Rationale for change: To clarify the length of time for disease progression by adding duration in daysSection 3.1 Inclusion criterion #8 Old text 8. Prior receipt of antiangiogenic treatment including but not limited to bevacizumab in first line or recurrent setting New text 8. Prior receipt of antiangiogenic treatment, including but not limited to bevacizumab, is optional. If used, it can be in the first line or recurrent setting. Rationale for change: Bevacizumab has recently been approved by FDA for patients with recurrent ovarian cancer. Despite being an available treatment option in US, feasibility data show that nearly half of the recurrent ovarian cancer patients particularly in earlier lines of treatment do not receive bevacizumab. Therefore, to enable recruitment, prior receipt of antiangiogenic treatment is now changed from mandatory to optional. Section 3.1 Inclusion criterion #9 Old text9. At least 3 prior lines of chemotherapy for advanced ovarian cancer are required ∀Up to 2 prior non-platinum chemotherapy regimens are allowed but not required RI"
4,page_4,"Clinical Study Protocol Drug Substance cediranib (AZD2171) plus olaparib (AZD2281) Study Code D8488C00001Edition Number 5.0 Date 15 Jan 2019 5(173)∀Hormonal therapy (such as tamoxifen, aromatase inhibitors), bevacizumab or other immunotherapy used as a single agent will not count as a line of chemotherapy New text 9. At least 3 prior lines of therapy for advanced ovarian cancer as follows: ∀Platinum chemotherapy: at least two prior lines required ∀Non-platinum chemotherapy: up to two prior lines are allowed but not required ∀Hormonal therapy (such as tamoxifen, aromatase inhibitors), bevacizumab or other immunotherapy used as a single agent will not count as a line of therapy Rationale for change: To clarify what treatments will count towards prior lines of therapy.Section 3.10.2 – Survival status for withdrawn consent and lost to follow up patients At the time of OS analysis, the survival status of all patients in the full analysis set should be re-checked, this includes those patients who withdrew consent or are classified as “lost to follow up.” !Lost to follow up – site personnel should check hospital records, the patients’ current physician, and a publicly available death registry (if available) to obtain a current survival status in the 2 weeks following data cut-off. (The SURVIVE module will be updated.) !In the event that the patient has actively withdrawn consent to the processing of their personal data, the survival status of the patient can be obtained by site personnel from publicly available death registries or resources (if available) where it is possible to do so under applicable local laws to obtain a current survival status in the 2 weeks following data cut-off. (The SURVIVE module will be updated.) Rationale: This new section has been created to clarify that at the time of OS analysis, site personnel should attempt to obtai n the survival status for all patients in the full analysis set who had previously withdrawn consent or were considered lost to follow-up using publicly available resources where available. Table 5 Schedule of study assessments RI"
5,page_5,
6,page_6,"Clinical Study Protocol Drug Substance cediranib (AZD2171) plus olaparib (AZD2281) Study Code D8488C00001Edition Number 5.0 Date 15 Jan 2019 7(173)topics can be reviewed as needed. The steering committee’s remit is to provide an agreed strategic direction for the study. 1.5.2 Data Monitoring Committee In this Phase IIb study, a Data Monitoring Co mmit tee was not considered necessary as it is an open label study and the safety profiles of ol aparib and cediranib as monotherapies and in combination, have previously been established. Rationale for change:This section has been added, per AstraZeneca new Protocol Template. This was previously covered in Section 6.8 Study governance and ove rsight – which has been removed. The Section has been expanded to include further details on the structure and functioning of the steering committee. Section 3.1 Inclusion criteria #4 Old Text 4. Recurrent platinum-resistant disease, defined as radiological evidence of disease recurrence within 6 months of the last receipt of platinum-based chemotherapy. Patients with platinum-refractory disease are not eligible. New text 4. Recurrent platinum-resistant disease, defined as disease progression within 6 months of the last receipt of platinum-based chemotherapy. !Patients with platinum refractory disease defined as disease progression during the last receipt of platinum-based therapy, are not eligible !Patients with primary platinum resistant/refractory disease defined as progression during or within 6 months of completing first-line platinum- based chemotherapy are not eligible. Rationale for the change: To allow clinical judgement by the investigator as per standard clinical practice without changing the definition of platinum resistant disease, the stipulation for radiological evidence of disease progression is removed. Previous criteria required radiological evidence of platinum-resistant disease which was dependent on when the CT scan was taken rather than on investigator’s clinical judgement of when disease progression occurred within the 6-months of the last receipt of platinum-based chemotherapy. The GCIG criteria for platinum resistant ovarian cancer does not stipulate the requirement for radiological evidence of disease progression with 6 months of completing platinum-based chemotherapy (Friedlander M et al 2011, Int J Gynecol Canc er 2011: 21: 771-775). The amendment will RI"
7,page_7,"Clinical Study Protocol Drug Substance cediranib (AZD2171) plus olaparib (AZD2281) Study Code D8488C00001Edition Number 5.0 Date 15 Jan 2019 8(173)allow enrollment of patients in the study, if judged by the investigator to carry platinum- resistant disease, who otherwise may not have been eligible for the study. Section 3.1 Inclusion criterion # 8 Old text 5. Prior receipt of antiangiogenic treatment eg, bevacizumab in first line or recurrent setting New text5. Prior receipt of antiangiogenic treatment including but not limited to bevacizumab in the first line or recurrent setting Clarification:Text revised to clarify that prior antiangiogen ic treatment is not limited to bevacizumab only.Section 3.1 Inclusion Criteria #9 Old Text9. At least three prior lines of chemotherapy for advanced ovarian cancer. Only one prior non-platinum treatment is allowed. Hormonal therapies used as single agents (ie, tamoxifen, aromatase inhibitors) will not count towards this line limit. New Text 9. At least three prior lines of chemotherapy for advanced ovarian cancer are required. !Up to two prior non-platinum chemotherapy regimens are allowed but not required. !Hormonal therapy (such as tamoxifen, aromatase inhibitors), bevacizumab (or other angiogenesis inhibitor), or other immunotherapy used as a single agent will not count as a line of chemotherapy. Rationale for the change: The allowance of only one prior non-platinum regimen aimed to select patients who start study treatment as soon as platinum resistant relapse is diagnosed. However, in the heavily pre-treated setting of at least 3 prior lines of chemotherapy, it becomes too restrictive.  RI"
8,page_8,"Clinical Study Protocol Drug Substance cediranib (AZD2171) plus olaparib (AZD2281) Study Code D8488C00001Edition Number 5.0 Date 15 Jan 2019 9(173)Therefore, given the high unmet medical need, and considering no significant adverse impact on the study outcome, the criteria has been relaxed to enable recruitment. Section 3.1 Inclusion criterion # 11 Old text ∀Urine protein:creatinine ratio (UPC) ≤1 OR ≤ 2+ proteinuria on two consecutive dipsticks taken no less than 1 week apart. Patients with 2+ proteinuria on dipstick must also have UPC <0.5 on 2 consecutive samples. New text: ∀ Urine protein:creatinine ratio (UPC) ≤1 OR proteinuria ≤2+ on two consecutive dipsticks taken no less than 1 week apart. Patients with 2+ proteinuria on dipstick must also have UPC <0.5 on 2 consecutive samples. Rationale for the change Text is revised in Table 5 (footnote ‘n’) to clarify that 2+ refers to proteinuria and not to UPC. Section 3.8 Restrictions; Section 4:/Table 5 and footnote ‘k’; Section 5.2.5.1 Serum or urine pregnancy test; Section 6.6.1 Maternal exposure Rational for changeSections have been updated to reflect the new guidance from the Olaparib IB edition 14 which requires regular pregnancy test during olaparib treatment for fertile women of childbearing potential. Section 4 Table 5 Clarification The row header ‘dipstick’ has been revised to ‘urinalysis’ for clarification. Correction Footnote ‘i’ has been corrected to state that blood pressure should be measured at the clinic every 4 weeks, after Wk 8. Section 5.3.1.2 PRO-CTCAE Old text RI"
9,page_9,"Clinical Study Protocol Drug Substance cediranib (AZD2171) plus olaparib (AZD2281) Study Code D8488C00001Edition Number 5.0 Date 15 Jan 2019 10(173)The following 6 PRO-CTCAE AEs will be collected in the study: nausea, vomiting, diarrhea, decreased appetite, fatigue, and dizziness. New text The following 6 PRO-CTCAE AEs will be collected in the study: nausea, vomiting, diarrhea, decreased appetite, fatigue, and dizziness. In addition to these items from the PRO-CTCAE item bank, the following additional item will be asked together with the PRO-CTCAE items: ""In the last 7 days, how much did LOOSE OR WATERY STOOLS (DIARRHEA) INTERFERE with your usual or daily activities?"" Rationale for the change Data collection has been amended to include an additional question to a pre-existing question on Diarrhea in the instrument PRO-CTCAE, and to the ERT logpad. The rationale for this is that the item ‘Diarrhea’ was earlier assessed only on one dimension ‘frequency’. The addition of the new question will allow the assessment on two dimensions (frequency and interference). Although interference is not a standard NCI PRO-CTCAE item for diarrhoea, NCI accepts that individual sponsors can add dimensions to those in the item bank. Diarrhoea is a very common AE for cediranib and assessing the impact of the adverse event on patient well-being is clinically relevant. Furthermore, diarrhoea is reported as a very common event for olaparib, therefore assessing the impact of the combination on frequency and interference is important. Section 6.4 Reporting of serious adverse events Administrative change The following text has been added to replace Section 6.9 which was removed to align the protocol with the new protocol template: The AstraZeneca representative will be available between visits if the investigator(s) or staff at the center needs information or advice about the study conduct. AstraZeneca medical personnel will be readily available to discuss study related me dical questions or problems with the invest igator(s). Contact details are provided separately in the Investigator Study File. Section 6.7 Medication error This Section has been added to align with the new AstraZeneca Protocol Template. Section 6.8 Study governance and oversight (Protocol v.2) The Section has moved to Section 1.5 Study governance and oversight to align the protocol with the new AstraZeneca Template. RI"
