,PageNo,Text
0,page_0,"NCT 03777059 Study ID: 3101-301-002 Title: A PHASE 3, MULTICENTER, RANDOMIZED, DOUBLE -BLIND, PLACEBO- CONTROLLED, PARALLEL -GROUP STUDY TO EVALUATE THE EFFICACY, SAFETY, AND TOLERABILITY OF ORAL ATOGEPANT FOR THE PREVENTION OF MIGRAINE IN PARTICIPANTS WITH EPISODIC MIGRAINE (ADVANCE) Protocol Date: May 16, 2020"
1,page_1,"Allergan Protocol 3101 -301-002, Amendment 3 1ALLERGAN A PHASE 3, MUL TICENTER, RA NDOMIZED, DOUBLE -BLIND, PLACEBO -CONTROLLED, P ARALLEL -GROUP STUDY TO EV ALUA TE THE EFFI CACY , SAFETY ,AND TOLERABILITY OF ORAL ATOGEPANT FOR THE PREVENTION OF MIGRAI NE IN PA RTICIPANTS WITH EPISODI C MI GRAINE (ADV ANCE) Protocol Number: 3101-301-002 Phase: 3 Name of Study intervention : Atogepant Sponsor: US AgentAllergan Pharmaceuticals Internationa l Limited Marlow International The Parkway, Marlow SL7 1YL United Kingdom Allergan ( Sales, LLC ) 2525 DuPont Drive Irvine, California USA 92612 Emergency Telephone Number(s): Serious Adverse Event Reporting : Fax number: Back up faxnumber : Email Allergan Medical Safety Physician Contact Information:Refer to the Study Contacts Page Sponsor Signatory: Vice President, Neuroscience Development Original Protoc ol Date: 25September 2018 Amendment 1 Date 30 Nov ember 2018 Approval Date: 15-May-2020 16:33:54 (GMT)"
2,page_2,"Allergan Protocol 3101 -301-002, Amendment 3 2Amendment 2 Date 25February 2019 Amendment 3 Date 14 May 2020 Refer to the final page of this protocol for approval signat ure. The following information can be found on FDA Form 1 572 and/or study contacts page : Name and contact information of Allergan stud y personnel and Emergency Telephone Numbers ; name, address, and statement of qualifications of each investigator; name of each subinvestigator working under the supervision of the investiga tor; name and address of the research facilities to be used; name and address of each reviewing IRB; US 21 CFR 312.23 section 6(iii)b. Approval Date: 15-May-2020 16:33:54 (GMT)"
3,page_3,"Allergan Protocol 3101 -301-002, Amendment 3 3INVESTIGA TOR SIGNA TURE PAGE INVESTIGATOR: I agree to: Implement and conduct this study diligentl y and in strict compliance with the protocol, good clinical practices and all applicable laws and regulations. Maintain all information supplied by Allergan in confidence and, when this information is submitted to an IRB, IEC or another group, it will be submitted with a designation that the material is confidential. Ensure that all persons assisting with the trial are ade quatel y informed about the protocol, the study intervention (s), and their trial-related duties and functions. I have read this protocol in its ent irety and I agree to all aspects. Investigator Printed Name Signature Date Approval Date: 15-May-2020 16:33:54 (GMT)"
4,page_4,"Allergan Protocol 3101 -301-002, Amendment 3 4Table of Contents Title Page .................................................................................................................................. 1 Table of Contents ...................................................................................................................... 4 List of T ables ............................................................................................................................. 9 List of Figures ........................................................................................................................... 9 Protocol Summary .................................................................................................................. 10 1. Background and Clinical Rationale................................................................................. 19 1.1 Background ............................................................................................................ 19 1.2 Overview of Atogepant .......................................................................................... 19 1.3 Study Rationale ...................................................................................................... 20 2.Study Objectives and Clinical Hypotheses ...................................................................... 21 2.1 Study Objectives .................................................................................................... 21 3.Study Design .................................................................................................................... 21 3.1 Data Safety Monitoring Board ............................................................................... 22 3.2 Adjudication Committee ........................................................................................ 23 4.Study Population and Entry Criteria ................................................................................ 23 4.1 Number of Participants .......................................................................................... 23 4.2 Inclusion Crit eria.................................................................................................... 23 4.3 Exclusion Criteria ................................................................................................... 24 4.4 Permissible and Prohibited Medications/T reatments ............................................. 27 4.4.1 Permissible Medications/Treatments.......................................................... 27 4.4.2 Prohibited Medications/T reatments ............................................................ 27 4.4.3 Definiti on of W omen of (Non-)Childbearing Potential and/or Acceptable Contraceptive Methods .............................................................................. 28 4.4.4 Special Diet or Activit ies............................................................................ 30 4.5 Scree n Failures....................................................................................................... 30 5.Study Interventions .......................................................................................................... 30 5.1 Study Inte rventions and Formulations ................................................................... 30 5.2 Control I ntervention ............................................................................................... 30 5.3 Methods for Masking/Blinding.............................................................................. 31 Approval Date: 15-May-2020 16:33:54 (GMT)"
5,page_5,"Allergan Protocol 3101 -301-002, Amendment 3 55.4 Intervention Alloca tion Ratio ................................................................................. 31 5.5 Method for Assignment to I ntervention Groups/Randomization ........................... 31 5.6 S tudy Intervention Regimen and Dosing ............................................................... 32 5.7 Storage of Stud y Interventions............................................................................... 32 6. Response Measures and Summary of Data Collection Methods ..................................... 33 6.1 Efficacy Measures .................................................................................................. 33 6.1.1 Migraine Da y.............................................................................................. 33 6.1.2 Headache Day............................................................................................. 34 6.1.3 Acute Medication Use Day and T riptan Use Day ...................................... 34 6.2 Health Outcomes Measures.................................................................................... 34 6.2.1 Activity Impairment in Migraine – Diary (AIM- D)................................... 34 6.2.2 Activity Level and Activity Limitation ...................................................... 35 6.2.10 Migrain e Specific Quality of Life Questionnaire, V ersion 2.1 (MSQ v2.1) .................................................................................................................... 37 6.3 Pharmacokinetic Measures..................................................................................... 37 6.4 Future Biomedical Research .................................................................................. 386.5 Safety Measur es..................................................................................................... 39 6.5.1 Adverse Events........................................................................................... 39 6.5.2 Adverse Events of Special I nterest............................................................. 39 6.5.3 Clinical Laboratory Determinations ........................................................... 39 6.5.4 Vital Signs .................................................................................................. 40 6.5.5 Physical Examination ................................................................................. 41 6.5.6 Electrocardiograms (ECG)......................................................................... 416.5.7 Columbia -Suicide Severity Rating Scale (C- SSRS) .................................. 41 6.6 Other St udy Suppli es.............................................................................................. 42 6.7 Summary of Methods of Data Collection .............................................................. 42 Approval Date: 15-May-2020 16:33:54 (GMT)"
6,page_6,"Allergan Protocol 3101 -301-002, Amendment 3 67.Statistical Procedures ....................................................................................................... 43 7.1 Analy sis Populations .............................................................................................. 43 7.2 Collection and Derivation of Ef ficacy Assessments .............................................. 43 7.2.1 Primary Efficacy Variable .......................................................................... 44 7.2.2 Secondary Efficacy Variables..................................................................... 44 7.2.3 Additional Ef ficacy Variables..................................................................... 46 7.3 Hypothesis and Methods of Anal ysis..................................................................... 48 7.3.1 Primary Efficacy Analyses......................................................................... 48 7.3.2 Secondary Efficacy Analyses ..................................................................... 50 7.3.3 Additional Ef ficacy Analyses ..................................................................... 51 7.3.4 Safety Analyses.......................................................................................... 52 7.4 Off-treatment Hy pothetical Estimand .................................................................... 52 7.4.1 Treatment Condition of Interest ................................................................. 52 7.4.2 Population ................................................................................................... 52 7.4.3 Variable....................................................................................................... 52 7.4.4 Accounting of Intercurrent Events ............................................................. 53 7.4.5 Population -level Summary ......................................................................... 53 7.4.6 Off-treatment Hy pothetical Estimand Approach for the Se condary Endpoints ................................................................................................... 53 7.5 Subgroup Anal yses................................................................................................. 53 7.6 Sample Size Calculation ........................................................................................ 54 7.7 Pharmacokinetics and Exposure-response Anal yses.............................................. 55 7.8 Interim Anal yses..................................................................................................... 55 8.Study V isit Schedule and Procedures .............................................................................. 56 8.1 Participant En try Procedures .................................................................................. 56 8.1.1 Overview of Entry Procedures ................................................................... 56 8.1.2 Informed Consent and Participant Privacy................................................. 56 8.1.3 Procedures for Duplicate Participant Identification –Verified Clinical T rials (VCT) ......................................................................................................... 56 8.2 Washout I ntervals ................................................................................................... 57 8.3 Procedures for Final Study Entry........................................................................... 57 8.4 Visits and Associated Procedures........................................................................... 57 8.4.1 Visit 1 (Screening/Baseline) Day -35 to Day -28....................................... 57 8.4.2 Double- blind Treatment Phase (12 W eeks) ................................................ 59 8.4.3 Follow-up Period (4 weeks) ....................................................................... 62 8.5 Instructions for the Pa rticipants ............................................................................. 63 Approval Date: 15-May-2020 16:33:54 (GMT)"
7,page_7,"Allergan Protocol 3101 -301-002, Amendment 3 78.6 Unscheduled V isits................................................................................................. 63 8.7 Compliance with Protocol...................................................................................... 63 8.8 Early Discontinuation of Participants .................................................................... 64 8.9 Withdrawal Criteria................................................................................................ 64 8.10 Withdrawal from Future Biomedical Research...................................................... 65 8.11 Study Termination .................................................................................................. 65 9. Adverse Events ................................................................................................................ 65 9.1 Definitions.............................................................................................................. 65 9.1.1 Adverse Event (AE) ................................................................................... 65 9.1.2 Serious Adverse Event (SAE) .................................................................... 66 9.1.3 Intensit y...................................................................................................... 68 9.1.4 Assessment of Causality............................................................................. 699.1.5 Follow-up of Adverse Events and Serious Adverse Events ....................... 69 9.2 Procedures for Reporting Adverse Events ............................................................. 70 9.3 Procedures for Reporting a Serious Adverse Event ............................................... 70 9.3.1 Reg ulatory Reporting Requirements for Serious Adverse Events ............. 70 9.4 Exposure to Study Intervention During Pregnancy ............................................... 71 9.5 AL T or AST Elevations .......................................................................................... 71 9.5.1 Potential Hy ’s Law Cases ........................................................................... 73 9.6 Procedures for Unmasking of Stud y Intervention .................................................. 73 10.Administrative I tems ....................................................................................................... 74 10.1 Protection of Human Participants .......................................................................... 74 10.1.1 Compliance with Informed Consent Regulations (US 21 CFR Part 50) and Relevant Country Regulations ................................................................... 74 10.1.2 Compliance with IRB or IEC Regulations ................................................. 75 10.1.3 Compliance with Good Clinical Practice ................................................... 75 10.1.4 Compl iance with Electronic Records; Electronic Signatures Regulations (US 21 CFR Part 11) .................................................................................. 75 10.2 Financial Disclosure............................................................................................... 75 10.3 Changes to the Protocol ......................................................................................... 75 10.4 Data Protection....................................................................................................... 7610.5 Participant Confidentiality ..................................................................................... 76 10.5.1 Participant Privacy ..................................................................................... 76 10.6 Documentation ....................................................................................................... 76 10.6.1 Source Documents...................................................................................... 76 Approval Date: 15-May-2020 16:33:54 (GMT)"
8,page_8,"Allergan Protocol 3101 -301-002, Amendment 3 810.6.2 Case Report Form Completion................................................................... 78 10.6.3 Study S ummary .......................................................................................... 78 10.6.4 Retention of Documentation ...................................................................... 78 10.7 Labeling, Packaging, and Return or Disposal of Study Interventions ................... 79 10.7.1 Labeling/Packaging.................................................................................... 7910.7.2 Clinical Supply Inventory .......................................................................... 79 10.7.3 Return o r Disposal of Study Intervention and/or Supplies......................... 79 10.8 Monitoring b y the Sponsor ..................................................................................... 79 10.9 Handling of Biological Specimens ........................................................................ 80 10.10 Publications ............................................................................................................ 80 10.11 Coordinating Investigator....................................................................................... 80 11.References ........................................................................................................................ 81 12. Attachments ..................................................................................................................... 83 12.1 International Classification of Headache Disorders, 3 rdEdition ............................ 83 12.2 Examples of Prohibited Medications ................................................................... 10112.3 List of Migraine -preventive Medications with P roven Ef ficacy and Criteria for Determining Inadequate Response to a Prior Mig raine-preventive Medication.. 103 12.3.1 List of M igraine -preventive Medications with Proven Ef ficacy .............. 103 12.3.2 Criteria for Determining Inadequate Response to a Prior Migraine Preventive Medication ............................................................................. 104 12.4 Glossary of Abbreviations.................................................................................... 105 12.5 Protocol Amendment 1 S ummary ........................................................................ 107 12.6 Protocol Amendment 2 Summary .........................................................................11 2 12.7 Protocol Amendment 3 Summary .........................................................................11 8 Approval Date: 15-May-2020 16:33:54 (GMT)"
9,page_9,"Allergan Protocol 3101 -301-002, Amendment 3 9List of Tables Table1 Schedule of V isits and Procedures for In-Person Visits Conducted Prior to or During the COVID -19 Pandemic .................................................................... 14 Table2 Schedule of Visits and Procedures for Visits Conducted Remotely Due to the COVID -19 Pandemic...................................................................................... 17 Table5-1 Study Interventions ......................................................................................... 32 Table6-1 Clinical L aboratory Parameters ...................................................................... 40 Table7-1 Statistical Power for Primary and the First Three Secondary Endpoints ........ 55 List of Figur es Figure 1 Study Diagram ................................................................................................ 13 Approval Date: 15-May-2020 16:33:54 (GMT)"
