,PageNo,Text
0,page_0,
1,page_1,
2,page_2,"Centrexion Therapeutics Corp. Confidential CNTX -4975i -OA-303 13-Jun-2019 Amendment 2 Version : 3.0 AD-MW -08.04 15- Apr-2016 Page 3 of 89 1 SYNOPSIS PRODUCT NAME/NUMBER CNTX -4975- 05 PROTOCOL NUMBER CNTX -4975i -OA-303 DEVELOPMENT PHASE Phase 3 PROTOCOL TITLE An Open -label, 8 -Week Study to Compare the Comfort an d Ease of Use of Five Different Treatment Regimens for CNTX 4975- 05 Intra -articular Injection in Subjects with Chronic, Moderate- to-Severe Osteoarthritis Knee Pain INDICATION Knee pain due to osteoarthritis (OA) OBJECTIVES The objectives of this study in subjects with moderate- to-severe pain due to knee OA are as follows: Primary Efficacy Objective: To determine the optimal procedure s for admini stering CNTX 4975- 05 as a single intra- articular (IA) injection into knee(s) with OA, balancing comfort and ease of use of methods of cooling and administration . Secondary Efficacy Objectives: • To describe the clinical benefit of CNTX -4975- 05 treatment at Week 8 in a single knee with OA • To describe the clinical benefit at Week 8 of treating bilateral knee OA with a single injection to each knee • To describe the clinical benefit at Week 8 of treating a single knee with OA in subjects with partial or total joint replacement (PJR/TJR) in the contralateral knee • To evaluate subject satisfaction (SS) with the overall benefit of CNTX -4975- 05 • To evaluate SS with IA CNTX -4975- 05 relative to SS with contralateral knee PJR or TJR • To evaluate subject and investigator satisfaction (IS) with different treatment regimens • To evaluate the responders to treatment through 8 weeks Exploratory Efficacy Objectives: • To explore the l ikelihood of the need for joint replacement surgery, based on clinical benefit and the subject ’s assessment of their improvement at Week 8 • To explore t he effect of subject characteristics (including Kellgren -Lawrence [K-L] grade, sex, body mass index [ BMI ], age, u nilateral versus b ilateral knee OA, unilateral v ersus bilateral injections , and history of contralateral PJR or TJR) on the clinical benefit of IA CNTX- 4975- 05 at each study visit through Week 8 • To explore changes in the frequency of use of background analgesic medication for pain in the injected knee(s) throughout the study period"
3,page_3,"Centrexion Therapeutics Corp. Confidential CNTX -4975i -OA-303 13-Jun-2019 Amendment 2 Version : 3.0 AD-MW -08.04 15- Apr-2016 Page 4 of 89 Safety Objective: •To further evaluate the safety of a single IA injection of CNTX -4975- 05 to one or both knees in subjects with chronic moderate to severe unilateral or bilateral knee OA pain STUDY DESIGN This is an open -label, single injection (per knee) , 8-week study to evaluate the comfort and ease of use of 5 different treatment regimens , and to evaluate the efficacy and safety of a single IA injection , in one or both knees , of CNTX- 4975- 05 in subjects with chronic, moderate -to-severe knee OA pain. Procedural pain associated with IA injection of the investigational product , CNTX -4975- 05, will be controlled primarily through adjunct controlled joint cooling and secondarily by pre-medication with IA lidocaine . Types of Subjects: The study population will contain 3 types of subjects, with a targeted minimum of 150 subjects of each type: 1.Subjects with unilateral or bilateral OA of the knee, with one knee (the index knee) with moderate to severe pain ( K-L grade 1 -4) and the other knee (the contralateral knee) with no to mild pain. These subjects will recei ve an injection of CNTX -4975- 05 into the index knee only. 2.Subjects with bilateral OA of the knees, with both knees having moderate to severe pain ( K-L grade 1 -4, with wors e pain being the index knee). These subjects will receive an injection of CNTX -4975- 05 into each knee (1 week apart , most painful knee [index knee] first, then the following week, the contralateral knee). 3.Subjects who have unilateral or bilateral OA of the knee, with one knee with moderate to severe pain ( the index knee [K -L grades 1 -4]) and previous PJR or TJR in the other knee ( the contralateral knee). These subjects will receive an injection of CNTX -4975- 05 into the index knee only. All s ubjects will receive CNTX -4975- 05 injected into the index knee ; subjects with bilateral OA will receive an injection in to both knees (injections will be separated by 1 week) . Subjects will be followed for 8 weeks. Pre-Medication: Prior to the injection procedure, t he investigator may, at his or her discretion, pre - medicate subjects with an oral dose of an opioid or non- steroidal anti -inflammatory drug ( NSAID ). The skin at the point of the anticipated injection (s) may also be infiltrated with 1 to 2 mL of lidocaine and/o r a topic al analgesic such as ethyl chloride spray. It is recommended not to use more than 2 methods of local analgesia about the knee (s) to be injected . Injection of CNTX -4975- 05: ALL subjects are required to be administered an IA injection of a full 15 mL of lidocaine (w ithout epinephrine) ( 1% or 2% , depending on the assigned treatment regimen) to ensure: 1) the lo cal targeted concentration of CNTX -4975 in the joint; 2)distension of the joint capsule to improve access of CNTX -4975 to the joint space; and 3) to provide some analgesia . The full 15 mL of lidocaine (without epinephrine) and the full 2 mL of CNTX -4975- 05 must be injected into the knee joint, as directed. The 5 flexion -extension moves of the knee after IA CNTX -4975- 05 is injected into the knee also improve access of CNTX -4975 to the entire joint space. The lidocaine may have some modest effect on pain, but the concentration and dispersion of CNTX -4975 into the joint are the primary reasons for lidocaine use."
4,page_4,"Centrexion Therapeutics Corp. Confidential CNTX -4975i -OA-303 13-Jun-2019 Amendment 2 Version : 3.0 AD-MW -08.04 15- Apr-2016 Page 5 of 89 The use of ultrasound for IA injections is recommended, but not required. If not us ing ultrasound guided IA injection, then with a clinical IA injection, joint fluid must be identified within the needle hub before injection of 2% lidocaine (without epinephrine) and CNTX -4975- 05. After injection of CNTX -4975, t he knee joint will be passively flexed and extended 5 times over 1 minute to facilitate distribution of the CNTX -4975 within the knee. All subjects must be monitored for at least 30 minutes (or longer, as required by the protocol) after study drug injection to ensure that they do not have a hypersensitivity reaction/anaphylaxis. The duration of cooling and the knee pain upon discontinuation of cooling must be entered into the electronic case report form [eCRF]. If cooling must be reapplied, the time and knee pain level must be recorded in the eCRF, and timing of subsequent pain assessments should be on the standard time lines in the eCRF. Each site will be randomly assigned 1 of the following 5 treatment regimens to be employed for ALL subjects at that site : Group Cooling Devi ce • Pre-cool • Lidocaine % • Post-lido cool Needle Post- dose cooling 1. Breg Cooling Control Group Breg ice water pump • 15 mins • 2% lidocaine • 30 mins Separate needles for lidocaine and CNTX -4975- 05 30 to 90 mins as needed 2. Gel Pack Cooling Group Elasto - Gel • 40 mins • 2% lidocaine • 10 mins Separate needles for lidocaine and CNTX -4975- 05 10 to 90 mins as needed 3. Shortened Gel Pack Cooling Group Elasto - Gel • 30 mins • 2% lidocaine • 5 mins Separate needles for lidocaine and CNTX -4975- 05 up to 90 mins as needed 4. Single Needle Injection Gel Pak Cooling Group- 2% Lidocaine Elasto - Gel • 45 mins • 2% lidocaine • no cooling Single needle for lidocaine and CNTX -4975- 05 up to 90 mins as needed 5. Single Needle Injection Gel Pack Cooling Group- 1% Lidocaine Elasto - Gel • 45 mins • 1% lidocaine • no cooling Single needle for lidocaine and CNTX -4975- 05 up to 90 mins as needed See study manual for specific instructions on the use of the Breg Cooling Wrap and the Elasto -Gel Cooling Wrap. 1. Breg Cooling Control Group (used in protocol s CNTX -4975i -OA-301 and CNTX -4975i -OA-304 for comfort and blinding of the protocol s) a. Controlled joint cooling wrap with an ice water pump system (Breg Cooler) will be applied 15 minutes prior to IA injection of the full 15 mL 2% lidocaine (without epinephr ine) into the knee joint using standard aseptic techniques . b. Inject IA the full 15 mL of 2% lidocaine (without epinephrine) into the knee joint using appropriate aseptic techniques . c. Controlled cooling will be resumed for a further 30 minutes after the IA injection of the full 15 mL 2% lidocaine (without epinephrine) into the knee joint. d. The cooling device will be removed , and CNTX -4975- 05 IA injection will be administered using standard aseptic technique s."
5,page_5,"Centrexion Therapeutics Corp. Confidential CNTX -4975i -OA-303 13-Jun-2019 Amendment 2 Version : 3.0 AD-MW -08.04 15- Apr-2016 Page 6 of 89 e. Controlled cooling will be reapplied for a minim um of 30 minutes, and up to 90 minutes, as needed, after CNTX -4975- 05 injection, depending on the subject’s comfort. The cooling may be discontinued after a minimum of 30 minutes after IA CNTX -4975- 05 injection, if the subject has a pain level that is acceptable for the subject and investigator (0 -4 scale: none, mild, moderate, moderately severe, and severe). 2. Gel Pack Cooling Group a. Gel pack cooling applied for 40 minutes to the knee using the gel pack over a stockinette or light -weight pants. This may be outside of the exam room, but at the investigator’s discretion, may be done in the exam room. If done outside the exam room, subject may be moved to the exa m room ± 5 minutes of the 40 -minute cooling (with gel pack remaining on the knee). b. Inject IA the full 15 mL 2% lidocaine (withou t epinephrine) into the knee joint using appropriate aseptic techniques . c. Gel pack cooling is applied for 10 minutes to the knee using the gel pack over a stockinette or light -weight pants. d. The gel pack will then be removed , and CNTX -4975- 05 IA injection will be administered using appropriate aseptic techniques . e. Gel pack cooling will be reapplied for a minimum of 10 minutes, and up to 90 minutes, as needed, after CNTX -4975- 05 injection, depending on the subject’s comfort. The cooling may be discontinued after a minimum of 1 0 minutes after IA CNTX -4975- 05 injection. If the subject has a pain level that is acceptable for the subject and investigator (0 -4 scale: none, mild, moderate, moderately severe and severe). 3. Shortened Gel Pack Cooling Group a. Gel pack cooling applied for 30 minutes to the knee using the gel pack over a stockinette or light -weight pants. This may be outside of the exam room, but at the investigator’s discretion, may be done in the exam room. If done outside the exam room, subject may be moved to the exam room ± 5 minutes of the 30 -minute cooling (with gel pack remaining on the knee). b. Inject IA the full 15 mL 2% lidocaine (without epinephrine) into the knee joint using appropriate aseptic techniques . c. Gel pack cooling is applied for 5 minutes to the knee using the gel pack over a stockinette or light -weight pants. d. The gel pack will then be removed , and CNTX -4975- 05 IA injection will be administered using appropriate aseptic techniques . e. Gel pack cooling may be reapplied for up to 90 minutes, as needed, after CNTX -4975- 05 injection, depending on the subject’s comfort. The subject may remain in the exam room, or be mo ved to a more comfortable area with the gel pack. The gel pack may be discontinued after IA CNTX -4975- 05 injection if the subject has a pain level that is acceptab le for the subject and investigator (0 -4 scale: none, mild, moderate, moderately severe and s evere). 4. Single Needle Injection Gel Pack Cooling Group -2% IA Lidocaine a. Gel pack cooling applied for 45 minutes to the knee using the gel pack over a stockinette or light -weight pants. This may be outside of the exam room, but at the investigator’s discretion, may be done in the exam room. If done outside the exam room, subject may be"
6,page_6,"Centrexion Therapeutics Corp. Confidential CNTX -4975i -OA-303 13-Jun-2019 Amendment 2 Version : 3.0 AD-MW -08.04 15- Apr-2016 Page 7 of 89 moved to the exam room ± 5 minutes of the 45-minute cooling (with gel pack remaining on the knee). b. Inject IA the full 15 mL 2% lidocaine (without epinephrine) into the knee joint using appropriate aseptic techniques . c. After the 2% lidocaine IA injection, CNTX -4975- 05 IA injec tion, using the same needle, will be injected into the knee joint using appropriate aseptic techniques after 3 minutes of the 2% lidocaine (without epinephr ine). d. Gel pack cooling may be reapplied for up to 90 minutes, as needed, after CNTX -4975- 05 injection, depending on the subject’s comfort. The subject may remain in the exam room, or be moved to a more comfortable area with the gel pack. The gel pack may be discontinued after a minimum of 1 0 minutes after IA CNTX -4975- 05 injection if the subject has a pain level that is acceptable for the subject and investigator (0 -4 scale: none, mild, moderate, moderately severe and severe). 5. Single Needle Injection Gel Pack Cooling Group -1% IA Lidocaine a. Gel pack cooling applied for 45 minutes to the knee using the gel pack over a stockinette or light -weight pants. This may be outside of the exam room, but at the investiga tor’s discretion, may be done in the exam room. If done outside the exam room, subject may be moved to the exam room ± 5 minutes of the 40- minu te cooling (with gel pack remaining on the knee). b. Inject IA the full 15 mL 1% lidocaine (without epinephrine) into the knee joint using appropriate aseptic techniques . c. After the 1% lidocaine IA injection, CNTX -4975- 05 IA injection, using the same needle, will be injected into the knee joint using appropriate aseptic techniques after 3 minutes of the 1 % lidocaine (without epinephrine). d. Gel pack cooling may be reapplied for up to 90 minutes, as needed, after CNTX -4975-05 injection, depending on the subject’s comfort. The subject may remain in the exam room, or be moved to a more comfortable area with the gel pack. The gel pack may be discontinued after IA CNTX -4975- 05 injection if the subject has a pain level that is acceptable for the subject and investigator (0 -4 scale: none, mild, moderate, moderately severe and severe). Subjects should not take a hot bath or shower, or expose the injected knee(s) to external heat, within 12 hours after the injection. On Day 3 post -injection , study staff will call subjects to assess adverse events (AEs) , subject assessment of procedure pain and satisfaction , knee pain with walking, a nd the use of rescue medication (for bilateral knee injections, calls will occur 3 days after each injection) . Subjects will return to the clinic at Weeks 4 and 8 for study assessments. Efficacy will be assessed on the OA index knee (and contralateral knee i n bilateral knee injection subjects) using a numeric pain rating scale (NPRS) ; the Knee Injury and Osteoarthritis Outcome Score ( KOOS ), which includ es subscales for pain, other symptoms, activities of daily living, s ports and recreation , and quality of life; a joint replacement questionnaire; a subject satisfaction questionnaire ; an investigator satisfaction questionnaire ; and rescue medication use. P ain with walking will also be collected and assessed for the contralateral knee. For subjects with bilateral knee injections, the contralateral knee will be assessed using the same scales as the index knee, and the effect of bilateral knee injections will be"
7,page_7,"Centrexion Therapeutics Corp. Confidential CNTX -4975i -OA-303 13-Jun-2019 Amendment 2 Version : 3.0 AD-MW -08.04 15- Apr-2016 Page 8 of 89 combined as a composite score to examine the overall benefit. The index knee in these subjects is the one with wors e pain with walking. Where both knees have equal pain with walking, then the knee on the subject’s domina nt side will be designated the index knee. Safety will be assessed by injection site assessment s (erythema and edema), assessment of procedure pain, AEs, physical examination findings, vital sign measurements, 12-lead electrocardiogr ams (ECG s), clinical laboratory test results , and sensory testing. PLANNED NUMBER OF SUBJECTS Approximately 850 subjects will be enrolled . STUDY ENTRY CRITERIA Inclusion Criteria: 1. Male or female subjects between 40 and 95 years of age (inclusive) 2. Confirmation of OA of the knee: radiography of both knees using standard standing films (scored by the investigator) or using the f ixed flexion method , taken during the Screening Visit (prior radiographs of the knees of sufficient quality that have been taken within 2 years of the S creening Visit may be used for K -L grading ). The index knee must show evidence of chronic OA with a K -L grade of 1, 2, 3 or 4. Subjects who were screen failures for the United States (US) CNTX -4975i -OA-301 or CNTX -4975i -OA-304 trials may be considered for this trial if the K -L grade of the index knee is 1 -4, inclusive . 3. Confirmation of OA of the index knee: American College of Rheumatology (ACR) diagnostic criteria (ACR confirmation of bilateral knee OA for subjects who will have bilateral knee injections of CNTX -4975- 05). 4. For subjects for monoarticular knee injection, the index knee must have m oderate to severe pain ( ≥5 and ≤ 9) at screening associated with OA , which must be stable for a minimum of 6 months prior to Screening, as a ssessed by the investigator. These subjects may have: a) unilateral or bilateral OA , with the index knee having moderate to severe pain, and the contralateral knee having none to mild pain, OR b) unilateral or bilateral OA , with the index knee having moderate to severe pain and the other knee having had a P JR or TJR within 5 years of the Screening Visit. The knee with the PJR/TJR is not to be injected with CNTX -4975- 05. For subjects for bilateral kn ee injection, the index knee must have m oderate to severe pain (≥5 and ≤9) at screening associated with OA , and greater pain in the index knee than in the contralateral knee. Their pain must be stable for a minimum of 6 months prior to Screening, as assessed by the investigator . The index knee in these subjects is the o ne with the worst pain with walking. Where both knees have equal pain with walking, then the knee on the subject’s dominant side will be designated the index knee. For qualifying knee pain with walking, subjects will use a n NPRS (0 -10; 0=no pain, 10=worst possible pain) to rate their knee pain with walking (both knees, except knees with PJR/TJR). The PJR/TJR pain should be rated using the NPRS scale, but will not be a qualifying pain score. 5. Body mass index ≤45 kg/m 2. 6. Subjects must have failed 2 or more prio r therapies. Failure is deemed to be inadequate relief in the opinion of the investigator. A therapy may be deemed to have been inadequate because of one or more of the following: a) unacceptable AEs;"
8,page_8,"Centrexion Therapeutics Corp. Confidential CNTX -4975i -OA-303 13-Jun-2019 Amendment 2 Version : 3.0 AD-MW -08.04 15- Apr-2016 Page 9 of 89 b) initial failure to achieve clinically adequate pain reli ef; c) initial pain relief that was not maintained; and/ or d) medical condition resulting in contraindication to the standard of care appropriate to the severity of the index knee OA pain. “Therapies” include, but are not limited to, each of the following: NSAIDs (including topical), opioids, duloxetine, other systemic therapy, IA corticosteroids, IA visco -supplements, physical therapy, bracing, and orthotics. 7. Females not of childbearing potential, defined as post -menopausal for at least 1 year, or surgical ly sterile (bilateral tubal ligation, bilateral oophorectomy, or hysterectomy), or practicing one of the following medically acceptable methods of birth control throughout the study period: • Hormonal methods such as oral, implantable, injectable, or transd ermal contraceptives for a minimum of 1 full cycle (based on the subject’s usual menstrual cycle period) before CNTX -4975- 05 administration • Total abstinence from sexual intercourse since the last menses before CNTX -4975- 05 administration • Intrauterine devic e • Double barrier method (condoms, sponge, diaphragm, with spermicidal jellies or cream) . 8. Able to speak, read, and understand the language of the study used for the informed consent . 9. Willing and able to: a) understand the study requirements b) abide by the study restrictions and requirements c) complete the study procedures d) be compliant and independently ( i.e., without assistance) record responses on the efficacy scales during clinic visits e) independently communicate meaningfully with the study personnel. 10. Signed informed consent form approved by the institutional review board (IRB) / independent ethics committee ( IEC). 11. Subjects may come into the study with a single analgesic of their choice for their OA knee pain (prescription or OTC). The current pain medication must be identified as that taken only for pain in the knee OA or pain in the PJR/TJR , and not for another pain indication. The subjects will complete a daily paper diary of their background knee analgesic medications during the screening period and throughout the trial. Other analgesics may be taken for occasional pain but should not be taken within 24 hours of a clinic visit ; these are to be recorded as concomitant medications, not as rescue/background medication for knee osteoarthritis. Exclusion Criteria : 1. Joint replacement surgery of the index knee at any time, or open surgery of the index knee in the past 24 months. Joint replacement of the contralateral knee is permitted for subjects who will not receive an injection in the contralateral (natural) knee . For subjects with bilateral knee OA who will receive an injection into both"
9,page_9,"Centrexion Therapeutics Corp. Confidential CNTX -4975i -OA-303 13-Jun-2019 Amendment 2 Version : 3.0 AD-MW -08.04 15- Apr-2016 Page 10 of 89 knees, j oint replacement surgery of both knee s at any time, or open surgery of the index knee in the past 24 months , is excluded. 2. Prior arthroscopic surgery of the index knee within 6 months of Screening. 3. Any painful conditions of the index knee due to joint disease other than OA. For example, radicular or referred pain involving the index knee or from joint disease other than OA involving the index knee, such as, but not restr icted to chondromalacia patellae, inflammatory diseases ( e.g., rheumatoid arthritis, psoriatic arthritis ), metabolic diseases, gout/pseudogout, hemochromatosis, acromegaly , etc. 4. Periarticular pain from any cause, including referred pain, bursitis, tendoni tis, soft tissue tenderness , or subacute/acute pain from injury. 5. Other chronic pain anywhere in the body that requires the use of chronic analgesic medications, including , but not limited to, local painful areas, myofascial pain syndromes, fibromyalgia, genetic, metabolic abnormalities , hematologic, or neuropathic pain . 6. Instability of the in dex or contralateral knee (e.g., cruciate ligament tear or rupture, significant protruding meniscus, substantial ligamentous laxity, unstable PJR or TJR). 7. Misalignment (>10 degrees varus or valgus) of the index knee on standing. 8. Documented history of neuropathic arthropathy or finding of bony fragmentation in the index knee with imaging (radiographic, computed tomography, or magnetic resonance imaging). 9. Physical /occupational/chiropractic therapy for the lower extremities or acupuncture for the lower extremities within 15 days of Screening, or need for such therapy during the study. 10. Plans to have surgery , other invasive procedures, or IA injections (other than CNTX -4975- 05) for either knee while participating in the study. 11. Current use of opioids for any condition other than for OA of the knees injected with CNTX -4975- 05) (maximum dose of 15 mg of hydrocodone [or equivalent] per day). 12. Corticosteroid injection into the index or contralateral knee within 90 days of Screening. 13. Received IA viscosupplementation (e.g., Synvisc ®, Hyalgan®) within 90 days of Screening. 14. History of allergic reaction to the planned local anesthesia/analgesic regimens, ethylenediaminetetraacetic acid, Kolliphor HS 15, butylated hydroxytoluene, or capsaicin. 15. Presence of any medical condition or unstable health status that, in the judgment of the investigator, might adver sely impact the safety of the subject, or the conduct of the study, or negatively affect the resulting data, including chronic conditions that are likely to alter the rate of healing or are likely to result in safety compli cations unrelated to the study medication, or significantly compromise key organ systems. For any question regarding eligibility, it is strongly recommended that the investigator discuss the subject with the medical monitor. 16. Is pregnant or is breast feeding."
