,PageNo,Text
0,page_1,"['Dermatology', 'beyond the skin', 'L', 'E', 'Cover Page', 'Official title: Tralokinumab monotherapy for moderate-to-severe atopic dermatitis ECZTRA 1 (ECZema TRAlokinumab trial no. 1)', 'LEO Pharma number: LP0160-1325', 'NCT number: NCT03131648', 'Date: 14-Aug-2018']"
1,page_2,"['Updated Clinical Trial Protocol', 'LP0162-1325', 'Tralokinumab monotherapy for moderate-to-severe atopic dermatitis', 'ECZTRA 1 (ECZema TRAlokinumab trial no. 1)', 'Phase 3 - Efficacy and safety trial', 'A randomised, double-blind, placebo-controlled, phase 3 trial to evaluate the efficacy and', 'safety of tralokinumab monotherapy in subjects with moderate-to-severe atopic dermatitis', 'who are candidates for systemic therapy', 'This clinical trial will be conducted in compliance with the clinical trial protocol, ICH-GCP', 'and the applicable regulatory requirement(s).', 'LEO Pharma A/S', 'Trial ID:', 'LP0162-1325', 'Date:', '14-Aug-2018', 'EudraCT No:', '2016-004200-65', 'Version:', '4.0', 'eDoc-00631888 - Version 4.0']"
2,page_3,"['Trial ID: LP0162-1325', 'Date: 14-Aug-2018', 'Version: 4.0', 'Page 2 of 169', '1 Clinical trial protocol statement', '1.1 Approval statement LEO Pharma A/S', 'The following persons have approved this clinical trial protocol by using electronic signatures', 'as presented on the last page of this document:', 'PPD', ', MSc Stat', 'Biostatistics Lead, Global Clinical Operations', 'PPD', ', MD, PhD', 'Medical Lead, Medical Sciences and Safety', 'PPD', ',', 'RN, PhD', 'Clinical Operations Lead, Global Clinical Operations', '1.2 Approval statement international coordinating investigator', 'The international coordinating investigator approves the clinical trial protocol and', 'consolidated clinical trial protocol(s) comprising any subsequent amendment(s) by manually', 'signing the International Coordinating Investigator Clinical Trial Protocol Approval Form,', 'which is a separate document adjoined to this document.', 'The following person has approved this clinical trial protocol:', 'Andreas Wollenberg, Prof. Dr. med. Dr. h.c.', 'International coordinating investigator', '1.3 Acknowledgement statement investigator(s)', 'Each participating investigator must agree to the approved clinical trial protocol and', 'consolidated clinical trial protocol(s) comprising any subsequent amendment(s) by signing a', 'Clinical Trial Protocol Acknowledgement Form or a similar document.', 'eDoc-00631888 - Version 4.0']"
3,page_4,"['Trial ID: LP0162-1325', 'Date: 14-Aug-2018', 'Version: 4.0', 'Page 3 of 169', 'Protocol amendment summary of changes table', 'Document history', 'Date', 'Type of amendment', 'Amendment 3 (substantial)', '14-Aug-2018', 'Global', 'Amendment 2 (substantial)', '12-Dec-2017', 'Global', 'Amendment 1 (substantial)', '28-Aug-2017', 'Global', 'Original protocol', '03-Mar-2017', 'Amendment 3 (14-Aug-2018)', 'This amendment is considered to be substantial based on the criteria set forth in Article 10(a)', 'of Directive 2001/20/EC of the European Parliament and the Council of the European', 'Union (33).', 'Overall rationale for the amendment', 'The main reason for the amendment is that a new anti-drug antibody (ADA) assay has been', 'developed with improved tralokinumab tolerance. This means that the presence or absence of', 'ADA can be determined in serum samples with tralokinumab present. Previously, this was not', 'possible and therefore ADA sampling at the end of the 14-week off-treatment safety follow-up', 'was originally required for the ADA evaluation. Thus, the new ADA assay will allow eligible', 'subjects who have completed the treatment periods of trial LP0162-1325 to continue into the', 'long-term extension trial (conducted under a separate protocol [LP0162-1337, ECZTEND])', 'without completing the safety follow-up period in the present trial. These subjects will have', 'their safety follow-up period after end-of-treatment in the long-term extension trial.', 'In addition, the amendment includes other changes, as presented in the table below.', 'Note: The table below describes the changes in each section. Changes have either been', 'summarised (written with plain text only) or marked as tracked changes (text added to the', 'protocol is written in bold and deleted text has a-line through it).', 'eDoc-00631888 - Version 4.0']"
4,page_5,"['Trial ID: LP0162-1325', 'Date: 14-Aug-2018', 'Version: 4.0', 'Page 4 of 169', 'Section number', 'Description of change', 'Brief rationale', 'and name', 'Section 4', 'Subjects will have a final safety follow-up', 'To clarify that eligible', 'visit 16 weeks after the last dose of IMP', 'subjects who have completed', 'Schedule of', '(which is also considered end of trial visit),', 'the treatment periods of trial', 'procedures (SoP),', 'except subjects who enter the long-term', 'LP0162-1325 may continue', 'Panel 2 (footnote 3),', 'extension trial (conducted under a separate', 'into the long-term extension', 'Panel 3 (footnote 2)', 'protocol [LP0162-1337, ECZTEND]). The', 'trial (conducted under a', 'and Panel 4', 'subjects may enter ECZTEND at any time', 'separate protocol', '(footnote 2);', 'during the off-treatment safety follow-up', '[LP0162-1337, ECZTEND])', 'period. For these subjects, the end of trial', 'without completing the safety', 'visit will be the last visit in trial LP0162-', 'follow-up period.', 'Section 7.1', '1325. The subjects entering ECZTEND', 'Overall trial design;', 'after completion of the end of treatment', 'visits (Week 52 or Week 68) will also be', 'considered as trial completers. For all', 'Section 7.3', 'subjects assigned treatment, an end of', 'treatment form and end of trial form will be', 'End of trial', 'completed in the eCRF.', 'definition', 'Section 4', 'Subjects eligible for home-use will receive', 'To clarify what is considered', 'proper training at 3 dosing visits in the', 'proper training of the subjects', 'Schedule of', 'open-label period after additional consent', 'or caregivers in home-use', 'procedures (SoP),', 'has been obtained.', '(that is 3 dosing visits during', 'Panel 2 (footnote 5),', 'open-label treatment).', 'and Panel 4', '(footnote 3);', 'Section 7.1', 'Overall trial design;', 'Section 9.2', 'Administration of', 'investigational', 'medical products', 'eDoc-00631888 - Version 4.0']"
5,page_6,"['Trial ID: LP0162-1325', 'Date: 14-Aug-2018', 'Version: 4.0', 'Page 5 of 169', 'Section number', 'Description of change', 'Brief rationale', 'and name', 'Section 9.5', 'In addition, the use of topical treatments', 'To clarify that the use of', 'is permitted during safety follow-up', 'topical treatments is', 'Concomitant', '(from Week 52 or Week 68) at the', 'permitted during the safety', 'medication and', ""investigator's discretion."", 'follow-up period.', 'procedures;', 'Section 9.7', 'From Week 16 through safety follow-up', 'To clarify that subjects in the', '(FU1 [Week 66] or FU2 [Week 82])', 'Rescue treatment', 'open-label tralokinumab arm', 'subjects may use mild to moderate strength', 'are allowed to use TCS as', 'TCS and/or TCI as needed (prn usage) on', 'well as TCI.', ""lesional skin at the investigator's discretion"", '(see Appendix 9 for TCS classification and', 'examples). Use of such TCS and TCI', 'should be recorded as concomitant', 'medication.', 'Section 9.9.2', 'The IMP must be stored at 2 to 8°C at the', 'To clarify that the storage of', 'site. The temperature during storage must', 'IMP will be monitored.', 'Storage of IMPs', 'be monitored by a calibrated, stationary,', 'and continuously monitoring recording', 'system. Minimum requirement is a', 'calibrated min/max thermometer.', 'Section 9.9.3', 'Used syringes will be destroyed at the trial', 'To clarify that a certificate of', 'site provided the trial site has procedures in', 'destruction is not required for', 'Drug accountability', 'place for such IMP destruction; this', 'used IMP.', 'requires that the trial site is able to issue a', 'certificate documenting the kit number(s)', 'that were destroyed.', 'Trial sites which do not have such IMP', 'To also allow shipment of', 'destruction procedures in place will dispose', 'sharps bins to the CMO', 'used syringes in sharps bins which will be', 'during the trial.', 'shipped to the contract manufacturing', 'organisation (CMO)- at the end of the trial.', 'For more information about IMP', 'accountability, please refer to the IMP', 'manual.', 'Section 10.3.2.8', 'The second section consists of a vertical', 'To correct the definition of', ""visual analogue scale anchored at 0 ('the"", 'extremes in the vertical visual', 'EQ-5D-5L', ""worst best health you can imagine') and"", 'analogue scale.', ""100 ('the best worst health you can"", ""imagine')."", 'eDoc-00631888 - Version 4.0']"
6,page_7,"['Trial ID: LP0162-1325', 'Date: 14-Aug-2018', 'Version: 4.0', 'Page 6 of 169', 'Section number', 'Description of change', 'Brief rationale', 'and name', 'Section 10.5.2', 'The biomarker results from the small panel', 'To clarify that the results', 'will be presented in the CTR, whereas', 'from the small biomarker', 'Serum biomarkers', 'results from the large panel (assessed at', 'panel will be included in the', 'selected trial sites) will be presented in a', 'CTR.', 'separate report.', 'Section 10.5.3', 'Global gene expression analysis by RNA', 'To clarify that global gene', 'sequencingmicroarray.', 'expression analysis will be', 'Skin biopsies', 'carried out by RNA', '(selected trial sites)', 'Overall, the results from the analyses of', 'sequencing and that the', 'biopsy material will not be included in the', 'results from this analysis will', 'CTR, except the global gene expression', 'not be included in the CTR.', 'analysis which but will be presented in a', 'separate report.', 'Section 11.1', 'AEs must be collected from time of first', 'To clarify how (S)AEs', 'trial-related activity after the subject has', 'occurring in subjects entering', 'Collection of', 'signed the informed consent form until', 'ECZTEND will be collected', 'adverse events;', 'completion of the clinical trial (defined as', 'if visits in LP0162-1325', 'the safety follow-up visit 16 weeks after', 'overlap with visits in', 'last injection). For subjects entering the', 'ECZTEND.', 'long-term extension trial (LP0162-1337,', 'ECZTEND), any (S)AE with onset', 'before the final visit in LP0162-1325', 'should be reported in LP0162-1325. If', 'ongoing, the (S)AE will also be recorded', 'as medical history in ECZTEND.', 'Section 11.5.1', 'The additional data to be recorded in the', 'To clarify that additional', 'eCRF are not a requirement, but are to', 'information is to be provided', 'Adverse events of', 'be reported by the investigator, if', 'only if available and is not a', 'special interest', 'available, for example as part of', 'requirement.', 'Panel 13', 'standard clinical practice.', '(Footnote 1)', 'Section 12.3.7', 'Adverse events of special interest (AESIs)', 'Tabulation and listings are', 'will be tabulated and listed instead of being', 'considered a more practical', 'Analysis of safety', 'presented in a narrative.', 'and informative way of', 'presenting data on AESIs.', 'This will enable easier', 'overview of the individual', 'cases as well as sorting and', 'pooling of data from several', 'trials.', 'eDoc-00631888 - Version 4.0']"
7,page_8,"['Trial ID: LP0162-1325', 'Date: 14-Aug-2018', 'Version: 4.0', 'Page 7 of 169', 'Section number', 'Description of change', 'Brief rationale', 'and name', 'Section 12.3.7.5', 'Evaluations of nAB will be conducted on', 'To reflect that titre', 'those serum samples that test positive for', 'information will not be', 'Anti-drug antibodies', 'ADA. The test sample is deemed positive', 'available from the nAB assay.', 'or negative for the presence of nAb to', 'tralokinumab relative to a pre-determined', '(in assay validation), statistically derived', 'cut point. Samples positive for nAb to', 'tralokinumab are then titrated to determine', 'relative amounts of nAb present in each test', 'sample.', 'Appendix 1', 'Updated with the changes described above,', 'To reflect updated text in the', 'as applicable.', 'protocol.', 'Protocol summary', 'Section 9.9.3 Drug accountability', 'Appendix 7', 'To clarify that used syringes', 'will be destroyed at the trial', 'Country-specific', 'Used syringes will be destroyed at the', 'site in Japan.', 'requirements', 'trial site provided the trial site has', 'procedures in place for such IMP', 'destruction.', 'Trial sites which do not have such IMP', 'destruction procedures in place will', 'dispose used syringes in sharps bins', 'which will be shipped to the contract', 'manufacturing organisation (CMO).', 'In Japan, used syringes will be destroyed', 'at the trial sites.', 'Throughout', 'Minor editorial and document formatting', 'Minor, have therefore not', 'revisions.', 'been summarised.', 'eDoc-00631888 - Version 4.0']"
8,page_9,"['Trial ID: LP0162-1325', 'Date: 14-Aug-2018', 'Version: 4.0', 'Page 8 of 169', 'Table of contents', '1 Clinical trial protocol statement', '2', '1.1 Approval statement LEO Pharma A/S', '2', '1.2 Approval statement international coordinating investigator', '2', '1.3 Acknowledgement statement investigator(s)', '2', 'Protocol amendment summary of changes table', '3', 'Table of contents', '8', 'List of panels', '13', 'List of abbreviations', '14', '2 Trial identification', '17', '3 Schematic of trial design', '17', '4 Schedule of procedures (SoP)', '18', '5 Introduction and rationale', '30', '5.1 Atopic dermatitis', '30', '5.2 Experience with investigational medicinal product', '30', '5.3', 'Trial rationale', '31', '5.4', 'Justification for dose', '32', '5.5 Benefit/risk assessment', '33', '5.6 Ethical considerations', '34', '6 Trial objectives and endpoints', '36', '6.1 Initial treatment period of Weeks 0 to 16', '37', '6.2 Maintenance treatment period of Weeks 16 to 52 for responders at Week 16', '39', '7 Trial design', '40', '7.1 Overall trial design', '40', '7.2 Number of subjects needed', '43', '7.3 End of trial definition', '43', '8 Trial population and withdrawal', '44', '8.1', 'Subject eligibility', '44', '8.2', 'Inclusion criteria', '44', '8.3', 'Exclusion criteria', '46', 'eDoc-00631888 - Version 4.0']"
9,page_10,"['Trial ID: LP0162-1325', 'Date: 14-Aug-2018', 'Version: 4.0', 'Page 9 of 169', '8.4 Screening, screening failures, and randomisation', '49', '8.5 Discontinuation', '50', '9 Treatments', '52', '9.1 Trial product description', '52', '9.2 Administration of investigational medical products', '53', '9.3', 'Treatment assignment', '55', '9.3.1', 'Blinding', '56', '9.3.2', 'Emergency unblinding of individual subject treatment', '56', '9.4', 'Background treatment (emollients)', '57', '9.5 Concomitant medication and procedures', '57', '9.6 Prohibited medication and procedures', '58', '9.7 Rescue treatment', '59', '9.8 Dose modification and IMP discontinuation rules', '60', '9.8.1 Reasons for permanent discontinuation of IMP', '60', '9.8.2', 'Reasons for temporary discontinuation of IMP', '61', '9.9 Treatment logistics and accountability', '61', '9.9.1', 'Labelling and packaging of IMPs', '61', '9.9.2', 'Storage of IMPs', '61', '9.9.3', 'Drug accountability', '62', '9.9.4', 'Trial product destruction', '63', '9.9.5', 'Treatment compliance', '63', '9.10 Provision for subject care following trial completion', '64', '9.11 Reporting product complaints', '64', '10 Trial schedule and assessments', '65', '10.1 Overview', '65', '10.2 Assessments performed only at screening/baseline', '66', '10.2.1 Columbia-Suicide Severity Rating Scale', '66', '10.2.2 Demographics', '66', '10.2.3 Medical history', '67', '10.2.4 Height and weight', '67', '10.2.5 Body surface area involvement', '67', '10.3 Efficacy assessments', '68', '10.3.1 Investigator assessments', '68', ""10.3.1.1 Investigator's Global Assessment"", '68', 'eDoc-00631888 - Version 4.0']"
